drug,cell_line_id,n_rows,target_genes,gene_ranks,best_rank,n_in_top5,n_in_top10,n_in_top50,n_in_top100
Tofacitinib,CVCL_0546,237,"JAK1,JAK2,JAK3","{'JAK1': inf, 'JAK2': inf, 'JAK3': inf}",inf,0,0,0,0
Olanzapine,CVCL_1239,13,"ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD2,DRD4,HTR2A,HTR2C,HTR6","{'ADRA1A': inf, 'ADRA1B': inf, 'ADRA1D': inf, 'CHRM1': inf, 'CHRM2': inf, 'CHRM3': inf, 'CHRM4': inf, 'CHRM5': inf, 'DRD2': inf, 'DRD4': inf, 'HTR2A': inf, 'HTR2C': inf, 'HTR6': inf}",inf,0,0,0,0
Terfenadine,CVCL_0332,1,HRH1,{'HRH1': inf},inf,0,0,0,0
Norepinephrine (hydrochloride),CVCL_1125,14,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': inf, 'ADRA1B': inf, 'ADRA1D': inf, 'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf, 'ADRB1': inf}",inf,0,0,0,0
Berbamine,CVCL_1716,1,CACNA1C,{'CACNA1C': inf},inf,0,0,0,0
Tolcapone,CVCL_1239,1,COMT,{'COMT': inf},inf,0,0,0,0
Relugolix,CVCL_1381,46,GNRHR,{'GNRHR': 2405},2405.0,0,0,0,0
Balsalazide (sodium hydrate),CVCL_0332,252,"IL6,STAT3","{'IL6': 6278, 'STAT3': 5398}",5398.0,0,0,0,0
Clonidine (hydrochloride),CVCL_0504,3,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf}",inf,0,0,0,0
Tofacitinib,CVCL_0023,735,"JAK1,JAK2,JAK3","{'JAK1': 7424, 'JAK2': inf, 'JAK3': inf}",7424.0,0,0,0,0
Lenalidomide (hemihydrate),CVCL_1125,18,"CRBN,IKZF1,IKZF3","{'CRBN': inf, 'IKZF1': inf, 'IKZF3': inf}",inf,0,0,0,0
Pentamidine (isethionate),CVCL_1381,85,PRLR,{'PRLR': inf},inf,0,0,0,0
Tucidinostat,CVCL_0332,6,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': inf, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': inf}",inf,0,0,0,0
Lenalidomide (hemihydrate),CVCL_0504,279,"CRBN,IKZF1,IKZF3","{'CRBN': inf, 'IKZF1': inf, 'IKZF3': 6588}",6588.0,0,0,0,0
Sulfisoxazole,CVCL_1125,4,"EDNRA,EDNRB","{'EDNRA': inf, 'EDNRB': inf}",inf,0,0,0,0
Cepharanthine,CVCL_1125,9,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': inf, 'CYP2E1': inf, 'CYP3A4': inf}",inf,0,0,0,0
Temsirolimus,CVCL_0179,1,MTOR,{'MTOR': inf},inf,0,0,0,0
Lumateperone (tosylate),CVCL_1056,2,"DRD2,HTR2A","{'DRD2': 149, 'HTR2A': inf}",149.0,0,0,0,0
Palmatine (chloride),CVCL_0320,2,"IDO1,NS2B-NS3,WNV",{'IDO1': inf},inf,0,0,0,0
Neratinib (maleate),CVCL_1517,2,"EGFR,ERBB2","{'EGFR': inf, 'ERBB2': inf}",inf,0,0,0,0
Tofacitinib,CVCL_1125,6,"JAK1,JAK2,JAK3","{'JAK1': inf, 'JAK2': inf, 'JAK3': inf}",inf,0,0,0,0
Lidocaine (hydrochloride),CVCL_0023,1137,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 3891}",3891.0,0,0,0,0
Cepharanthine,CVCL_C466,3,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': inf, 'CYP2E1': inf, 'CYP3A4': inf}",inf,0,0,0,0
Vilanterol,CVCL_1125,5,ADRB2,{'ADRB2': inf},inf,0,0,0,0
Tofacitinib (citrate),CVCL_1381,369,"JAK1,JAK2,JAK3","{'JAK1': 10637, 'JAK2': inf, 'JAK3': inf}",10637.0,0,0,0,0
Radotinib,CVCL_C466,17,ABL1,{'ABL1': inf},inf,0,0,0,0
Relugolix,CVCL_1098,80,GNRHR,{'GNRHR': 7199},7199.0,0,0,0,0
Neratinib (maleate),CVCL_1716,2,"EGFR,ERBB2","{'EGFR': inf, 'ERBB2': inf}",inf,0,0,0,0
Thymol,CVCL_1125,3,TRPA1,{'TRPA1': 88},88.0,0,0,0,1
Lumateperone (tosylate),CVCL_1381,2,"DRD2,HTR2A","{'DRD2': inf, 'HTR2A': inf}",inf,0,0,0,0
Trimetrexate,CVCL_1125,2,DHFR,{'DHFR': inf},inf,0,0,0,0
Adagrasib,CVCL_1731,1,KRAS,{'KRAS': inf},inf,0,0,0,0
Tolcapone,CVCL_0179,1,COMT,{'COMT': inf},inf,0,0,0,0
Lidocaine (hydrochloride),CVCL_1381,564,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 1086}",1086.0,0,0,0,0
Tucidinostat,CVCL_1716,12,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': inf, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': inf}",inf,0,0,0,0
Berbamine,CVCL_0546,1,CACNA1C,{'CACNA1C': inf},inf,0,0,0,0
Lidocaine (hydrochloride),CVCL_1098,378,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 1685}",1685.0,0,0,0,0
Medroxyprogesterone acetate,CVCL_0332,5,PGR,{'PGR': inf},inf,0,0,0,0
Aliskiren,CVCL_0320,1,REN,{'REN': inf},inf,0,0,0,0
Rapamycin,CVCL_1125,4,"FKBP1A,MTOR","{'FKBP1A': inf, 'MTOR': inf}",inf,0,0,0,0
Aliskiren,CVCL_0332,1,REN,{'REN': inf},inf,0,0,0,0
Lenalidomide (hemihydrate),CVCL_1097,372,"CRBN,IKZF1,IKZF3","{'CRBN': inf, 'IKZF1': inf, 'IKZF3': 5118}",5118.0,0,0,0,0
Elagolix sodium,CVCL_1731,56,GNRHR,{'GNRHR': 8546},8546.0,0,0,0,0
Radotinib,CVCL_1125,2,ABL1,{'ABL1': inf},inf,0,0,0,0
Tucidinostat,CVCL_0023,12,"HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC8","{'HDAC1': inf, 'HDAC10': inf, 'HDAC11': inf, 'HDAC2': inf, 'HDAC3': inf, 'HDAC8': inf}",inf,0,0,0,0
Docetaxel,CVCL_1056,3900,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': 3674, 'TUBB2A': 16876, 'TUBB2B': 8984, 'TUBB3': inf, 'TUBB4A': 17710, 'TUBB4B': 12794}",3674.0,0,0,0,0
Trimetrexate,CVCL_0546,35,DHFR,{'DHFR': inf},inf,0,0,0,0
Aliskiren,CVCL_C466,1,REN,{'REN': inf},inf,0,0,0,0
Norepinephrine (hydrochloride),CVCL_0546,301,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': inf, 'ADRA1B': inf, 'ADRA1D': inf, 'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf, 'ADRB1': inf}",inf,0,0,0,0
Palmatine (chloride),CVCL_1716,2,"IDO1,NS2B-NS3,WNV",{'IDO1': inf},inf,0,0,0,0
Tofacitinib,CVCL_1731,438,"JAK1,JAK2,JAK3","{'JAK1': 8780, 'JAK2': inf, 'JAK3': inf}",8780.0,0,0,0,0
Gemfibrozil,CVCL_1381,355,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': inf, 'CYP2C19': inf, 'CYP2C8': inf, 'CYP2C9': inf, 'PPARA': inf}",inf,0,0,0,0
Tolcapone,CVCL_1716,1,COMT,{'COMT': inf},inf,0,0,0,0
Furosemide,CVCL_0332,204,"SLC12A1,SLC12A2","{'SLC12A1': inf, 'SLC12A2': inf}",inf,0,0,0,0
Cepharanthine,CVCL_1716,3,"CYP2C9,CYP2E1,CYP3A4","{'CYP2C9': inf, 'CYP2E1': inf, 'CYP3A4': inf}",inf,0,0,0,0
Clonidine (hydrochloride),CVCL_1097,3,"ADRA2A,ADRA2B,ADRA2C","{'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf}",inf,0,0,0,0
Clotrimazole,CVCL_0179,156,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 1639}",1639.0,0,0,0,0
Idarubicin (hydrochloride),CVCL_1097,110,TOP2A,{'TOP2A': inf},inf,0,0,0,0
Relugolix,CVCL_1731,97,GNRHR,{'GNRHR': 365},365.0,0,0,0,0
Medroxyprogesterone acetate,CVCL_1125,1,PGR,{'PGR': inf},inf,0,0,0,0
Furosemide,CVCL_1716,14,"SLC12A1,SLC12A2","{'SLC12A1': inf, 'SLC12A2': inf}",inf,0,0,0,0
Clotrimazole,CVCL_0023,308,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 1134}",1134.0,0,0,0,0
Adenosine,CVCL_0023,740,"ADORA1,ADORA2A,ADORA2B,ADORA3","{'ADORA1': 9626, 'ADORA2A': inf, 'ADORA2B': 5776, 'ADORA3': inf}",5776.0,0,0,0,0
Pentagastrin,CVCL_0023,363,CCKBR,{'CCKBR': inf},inf,0,0,0,0
Amsacrine,CVCL_0504,16,TOP2A,{'TOP2A': inf},inf,0,0,0,0
Berbamine,CVCL_0023,1,CACNA1C,{'CACNA1C': inf},inf,0,0,0,0
Lidocaine (hydrochloride),CVCL_0332,834,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 1120}",1120.0,0,0,0,0
Raltitrexed,CVCL_1125,3,TYMS,{'TYMS': inf},inf,0,0,0,0
Sinomenine,CVCL_0023,249,OPRM1,{'OPRM1': 4574},4574.0,0,0,0,0
Adenosine,CVCL_1125,12,"ADORA1,ADORA2A,ADORA2B,ADORA3","{'ADORA1': inf, 'ADORA2A': inf, 'ADORA2B': inf, 'ADORA3': inf}",inf,0,0,0,0
Norepinephrine (hydrochloride),CVCL_0023,826,"ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1","{'ADRA1A': 2041, 'ADRA1B': inf, 'ADRA1D': inf, 'ADRA2A': inf, 'ADRA2B': inf, 'ADRA2C': inf, 'ADRB1': inf}",2041.0,0,0,0,0
Lidocaine (hydrochloride),CVCL_1731,531,"MAP2K1,MAPK1,NFKB1","{'MAP2K1': inf, 'MAPK1': inf, 'NFKB1': 2547}",2547.0,0,0,0,0
Almonertinib (hydrochloride),CVCL_1125,2,EGFR,{'EGFR': inf},inf,0,0,0,0
Almonertinib (hydrochloride),CVCL_0546,94,EGFR,{'EGFR': inf},inf,0,0,0,0
Pentamidine (isethionate),CVCL_0332,141,PRLR,{'PRLR': inf},inf,0,0,0,0
Docetaxel,CVCL_1381,636,"TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B","{'TUBB1': inf, 'TUBB2A': 2758, 'TUBB2B': inf, 'TUBB3': inf, 'TUBB4A': 9214, 'TUBB4B': inf}",2758.0,0,0,0,0
Larotrectinib,CVCL_1097,21,"NTRK1,NTRK2,NTRK3","{'NTRK1': inf, 'NTRK2': inf, 'NTRK3': inf}",inf,0,0,0,0
Elagolix sodium,CVCL_0332,59,GNRHR,{'GNRHR': 11415},11415.0,0,0,0,0
Amsacrine,CVCL_0546,15,TOP2A,{'TOP2A': inf},inf,0,0,0,0
Radotinib,CVCL_0332,7,ABL1,{'ABL1': 1737},1737.0,0,0,0,0
Retinoic acid,CVCL_1097,480,"PPARD,RARA,RARB,RARG","{'PPARD': 5562, 'RARA': inf, 'RARB': inf, 'RARG': inf}",5562.0,0,0,0,0
Retinoic acid,CVCL_0334,184,"PPARD,RARA,RARB,RARG","{'PPARD': 3149, 'RARA': inf, 'RARB': inf, 'RARG': inf}",3149.0,0,0,0,0
Retinoic acid,CVCL_1056,576,"PPARD,RARA,RARB,RARG","{'PPARD': 2859, 'RARA': inf, 'RARB': inf, 'RARG': inf}",2859.0,0,0,0,0
Retinoic acid,CVCL_0023,680,"PPARD,RARA,RARB,RARG","{'PPARD': 4955, 'RARA': inf, 'RARB': 11183, 'RARG': inf}",4955.0,0,0,0,0
Retinoic acid,CVCL_1381,160,"PPARD,RARA,RARB,RARG","{'PPARD': 1916, 'RARA': inf, 'RARB': inf, 'RARG': inf}",1916.0,0,0,0,0
Retinoic acid,CVCL_0179,344,"PPARD,RARA,RARB,RARG","{'PPARD': 3427, 'RARA': inf, 'RARB': 11545, 'RARG': inf}",3427.0,0,0,0,0
Retinoic acid,CVCL_1094,344,"PPARD,RARA,RARB,RARG","{'PPARD': 4833, 'RARA': inf, 'RARB': inf, 'RARG': inf}",4833.0,0,0,0,0
Retinoic acid,CVCL_1517,456,"PPARD,RARA,RARB,RARG","{'PPARD': 2433, 'RARA': inf, 'RARB': inf, 'RARG': inf}",2433.0,0,0,0,0
Retinoic acid,CVCL_C466,412,"PPARD,RARA,RARB,RARG","{'PPARD': 3615, 'RARA': inf, 'RARB': inf, 'RARG': inf}",3615.0,0,0,0,0
Retinoic acid,CVCL_0546,200,"PPARD,RARA,RARB,RARG","{'PPARD': 5136, 'RARA': inf, 'RARB': inf, 'RARG': inf}",5136.0,0,0,0,0
Retinoic acid,CVCL_1731,288,"PPARD,RARA,RARB,RARG","{'PPARD': 1092, 'RARA': inf, 'RARB': inf, 'RARG': inf}",1092.0,0,0,0,0
Retinoic acid,CVCL_0028,4,"PPARD,RARA,RARB,RARG","{'PPARD': inf, 'RARA': inf, 'RARB': inf, 'RARG': inf}",inf,0,0,0,0
Retinoic acid,CVCL_1098,256,"PPARD,RARA,RARB,RARG","{'PPARD': 9747, 'RARA': inf, 'RARB': inf, 'RARG': inf}",9747.0,0,0,0,0
Retinoic acid,CVCL_0332,432,"PPARD,RARA,RARB,RARG","{'PPARD': 2450, 'RARA': inf, 'RARB': inf, 'RARG': inf}",2450.0,0,0,0,0
Retinoic acid,CVCL_0504,236,"PPARD,RARA,RARB,RARG","{'PPARD': 5746, 'RARA': inf, 'RARB': inf, 'RARG': inf}",5746.0,0,0,0,0
Retinoic acid,CVCL_1693,168,"PPARD,RARA,RARB,RARG","{'PPARD': 988, 'RARA': inf, 'RARB': inf, 'RARG': inf}",988.0,0,0,0,0
Retinoic acid,CVCL_0218,124,"PPARD,RARA,RARB,RARG","{'PPARD': inf, 'RARA': inf, 'RARB': inf, 'RARG': inf}",inf,0,0,0,0
Pasireotide (acetate),CVCL_1517,456,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 1682, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': inf}",1682.0,0,0,0,0
Pasireotide (acetate),CVCL_C466,248,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 4745, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': 6156}",4745.0,0,0,0,0
Pasireotide (acetate),CVCL_1056,400,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 1258, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': inf}",1258.0,0,0,0,0
Pasireotide (acetate),CVCL_1731,200,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 1739, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': 6626}",1739.0,0,0,0,0
Pasireotide (acetate),CVCL_0334,144,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 1451, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': inf}",1451.0,0,0,0,0
Pasireotide (acetate),CVCL_0023,336,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 11779, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': 8693}",8693.0,0,0,0,0
Pasireotide (acetate),CVCL_1094,212,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 1351, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': 6175}",1351.0,0,0,0,0
Pasireotide (acetate),CVCL_0179,216,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 6419, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': 10169}",6419.0,0,0,0,0
Pasireotide (acetate),CVCL_0504,132,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 1965, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': inf}",1965.0,0,0,0,0
Pasireotide (acetate),CVCL_1693,116,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 650, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': inf}",650.0,0,0,0,0
Pasireotide (acetate),CVCL_0332,200,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 11306, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': inf}",11306.0,0,0,0,0
Pasireotide (acetate),CVCL_1381,152,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 4741, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': inf}",4741.0,0,0,0,0
Pasireotide (acetate),CVCL_1097,292,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 11218, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': inf}",11218.0,0,0,0,0
Pasireotide (acetate),CVCL_1716,4,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': inf, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': inf}",inf,0,0,0,0
Pasireotide (acetate),CVCL_1098,156,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 1893, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': inf}",1893.0,0,0,0,0
Pasireotide (acetate),CVCL_0218,60,"SSTR1,SSTR2,SSTR3,SSTR5","{'SSTR1': 1444, 'SSTR2': inf, 'SSTR3': inf, 'SSTR5': inf}",1444.0,0,0,0,0
Raltitrexed,CVCL_0332,78,TYMS,{'TYMS': inf},inf,0,0,0,0
Raltitrexed,CVCL_1056,153,TYMS,{'TYMS': inf},inf,0,0,0,0
Raltitrexed,CVCL_0218,58,TYMS,{'TYMS': inf},inf,0,0,0,0
Raltitrexed,CVCL_0023,171,TYMS,{'TYMS': inf},inf,0,0,0,0
Raltitrexed,CVCL_1098,104,TYMS,{'TYMS': inf},inf,0,0,0,0
Raltitrexed,CVCL_1693,80,TYMS,{'TYMS': inf},inf,0,0,0,0
Raltitrexed,CVCL_1381,55,TYMS,{'TYMS': inf},inf,0,0,0,0
Raltitrexed,CVCL_1517,152,TYMS,{'TYMS': inf},inf,0,0,0,0
Raltitrexed,CVCL_1097,115,TYMS,{'TYMS': inf},inf,0,0,0,0
Raltitrexed,CVCL_0179,96,TYMS,{'TYMS': inf},inf,0,0,0,0
Raltitrexed,CVCL_C466,150,TYMS,{'TYMS': inf},inf,0,0,0,0
Raltitrexed,CVCL_0334,62,TYMS,{'TYMS': inf},inf,0,0,0,0
Raltitrexed,CVCL_1731,85,TYMS,{'TYMS': inf},inf,0,0,0,0
Raltitrexed,CVCL_1094,128,TYMS,{'TYMS': inf},inf,0,0,0,0
Raltitrexed,CVCL_1716,10,TYMS,{'TYMS': inf},inf,0,0,0,0
Raltitrexed,CVCL_0546,57,TYMS,{'TYMS': inf},inf,0,0,0,0
Furosemide,CVCL_1517,382,"SLC12A1,SLC12A2","{'SLC12A1': inf, 'SLC12A2': inf}",inf,0,0,0,0
Furosemide,CVCL_0218,144,"SLC12A1,SLC12A2","{'SLC12A1': inf, 'SLC12A2': inf}",inf,0,0,0,0
Furosemide,CVCL_1094,270,"SLC12A1,SLC12A2","{'SLC12A1': inf, 'SLC12A2': inf}",inf,0,0,0,0
Furosemide,CVCL_1098,226,"SLC12A1,SLC12A2","{'SLC12A1': inf, 'SLC12A2': inf}",inf,0,0,0,0
Furosemide,CVCL_0179,240,"SLC12A1,SLC12A2","{'SLC12A1': inf, 'SLC12A2': inf}",inf,0,0,0,0
Furosemide,CVCL_0023,386,"SLC12A1,SLC12A2","{'SLC12A1': inf, 'SLC12A2': inf}",inf,0,0,0,0
Furosemide,CVCL_C466,308,"SLC12A1,SLC12A2","{'SLC12A1': inf, 'SLC12A2': inf}",inf,0,0,0,0
Furosemide,CVCL_0334,116,"SLC12A1,SLC12A2","{'SLC12A1': inf, 'SLC12A2': inf}",inf,0,0,0,0
Furosemide,CVCL_1693,162,"SLC12A1,SLC12A2","{'SLC12A1': inf, 'SLC12A2': inf}",inf,0,0,0,0
Clotrimazole,CVCL_0546,152,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 3131}",3131.0,0,0,0,0
Clotrimazole,CVCL_1094,208,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 2497}",2497.0,0,0,0,0
Clotrimazole,CVCL_0218,96,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 890}",890.0,0,0,0,0
Clotrimazole,CVCL_C466,234,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 5664}",5664.0,0,0,0,0
Clotrimazole,CVCL_1056,256,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 4444}",4444.0,0,0,0,0
Clotrimazole,CVCL_1098,178,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 9558}",9558.0,0,0,0,0
Clotrimazole,CVCL_1693,136,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 886}",886.0,0,0,0,0
Clotrimazole,CVCL_0334,100,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 5124}",5124.0,0,0,0,0
Clotrimazole,CVCL_1097,182,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 5545}",5545.0,0,0,0,0
Clotrimazole,CVCL_1517,244,"CYP2A6,CYP51A1","{'CYP2A6': inf, 'CYP51A1': 2685}",2685.0,0,0,0,0
Sodium Salicylate,CVCL_1056,139,PTGS2,{'PTGS2': inf},inf,0,0,0,0
Sodium Salicylate,CVCL_C466,108,PTGS2,{'PTGS2': inf},inf,0,0,0,0
Sodium Salicylate,CVCL_0023,157,PTGS2,{'PTGS2': inf},inf,0,0,0,0
Sodium Salicylate,CVCL_1517,149,PTGS2,{'PTGS2': inf},inf,0,0,0,0
Sodium Salicylate,CVCL_0179,78,PTGS2,{'PTGS2': inf},inf,0,0,0,0
Sodium Salicylate,CVCL_0504,57,PTGS2,{'PTGS2': inf},inf,0,0,0,0
Sodium Salicylate,CVCL_1094,96,PTGS2,{'PTGS2': inf},inf,0,0,0,0
Sodium Salicylate,CVCL_0546,56,PTGS2,{'PTGS2': inf},inf,0,0,0,0
Sodium Salicylate,CVCL_0334,48,PTGS2,{'PTGS2': inf},inf,0,0,0,0
Sodium Salicylate,CVCL_1098,63,PTGS2,{'PTGS2': inf},inf,0,0,0,0
Sodium Salicylate,CVCL_1097,126,PTGS2,{'PTGS2': inf},inf,0,0,0,0
Sodium Salicylate,CVCL_1239,50,PTGS2,{'PTGS2': inf},inf,0,0,0,0
Sodium Salicylate,CVCL_1693,56,PTGS2,{'PTGS2': inf},inf,0,0,0,0
Sodium Salicylate,CVCL_0332,88,PTGS2,{'PTGS2': inf},inf,0,0,0,0
Tofacitinib,CVCL_C466,573,"JAK1,JAK2,JAK3","{'JAK1': 10352, 'JAK2': inf, 'JAK3': inf}",10352.0,0,0,0,0
Tofacitinib,CVCL_1517,654,"JAK1,JAK2,JAK3","{'JAK1': 3413, 'JAK2': inf, 'JAK3': inf}",3413.0,0,0,0,0
Tofacitinib,CVCL_1094,384,"JAK1,JAK2,JAK3","{'JAK1': 9869, 'JAK2': inf, 'JAK3': inf}",9869.0,0,0,0,0
Tofacitinib,CVCL_1098,363,"JAK1,JAK2,JAK3","{'JAK1': 6385, 'JAK2': inf, 'JAK3': inf}",6385.0,0,0,0,0
Tofacitinib,CVCL_1097,498,"JAK1,JAK2,JAK3","{'JAK1': 11385, 'JAK2': inf, 'JAK3': inf}",11385.0,0,0,0,0
Tofacitinib,CVCL_0332,456,"JAK1,JAK2,JAK3","{'JAK1': 8267, 'JAK2': inf, 'JAK3': inf}",8267.0,0,0,0,0
Tofacitinib,CVCL_0334,213,"JAK1,JAK2,JAK3","{'JAK1': 10135, 'JAK2': inf, 'JAK3': inf}",10135.0,0,0,0,0
Tofacitinib,CVCL_0504,342,"JAK1,JAK2,JAK3","{'JAK1': 9512, 'JAK2': inf, 'JAK3': inf}",9512.0,0,0,0,0
Tofacitinib,CVCL_1056,735,"JAK1,JAK2,JAK3","{'JAK1': 15344, 'JAK2': inf, 'JAK3': inf}",15344.0,0,0,0,0
Tofacitinib,CVCL_0218,111,"JAK1,JAK2,JAK3","{'JAK1': inf, 'JAK2': inf, 'JAK3': inf}",inf,0,0,0,0
Tofacitinib,CVCL_1381,240,"JAK1,JAK2,JAK3","{'JAK1': 7563, 'JAK2': inf, 'JAK3': inf}",7563.0,0,0,0,0
Tofacitinib,CVCL_1693,231,"JAK1,JAK2,JAK3","{'JAK1': inf, 'JAK2': inf, 'JAK3': inf}",inf,0,0,0,0
Trimetrexate,CVCL_0218,25,DHFR,{'DHFR': inf},inf,0,0,0,0
Trimetrexate,CVCL_1094,45,DHFR,{'DHFR': inf},inf,0,0,0,0
Trimetrexate,CVCL_0334,32,DHFR,{'DHFR': inf},inf,0,0,0,0
Trimetrexate,CVCL_1098,24,DHFR,{'DHFR': inf},inf,0,0,0,0
Trimetrexate,CVCL_1693,32,DHFR,{'DHFR': inf},inf,0,0,0,0
Gemfibrozil,CVCL_1693,170,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 4006, 'CYP2C19': inf, 'CYP2C8': 6284, 'CYP2C9': 4100, 'PPARA': inf}",4006.0,0,0,0,0
Gemfibrozil,CVCL_1097,485,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': inf, 'CYP2C19': inf, 'CYP2C8': 10920, 'CYP2C9': inf, 'PPARA': inf}",10920.0,0,0,0,0
Gemfibrozil,CVCL_1517,710,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 6924, 'CYP2C19': inf, 'CYP2C8': 7008, 'CYP2C9': inf, 'PPARA': inf}",6924.0,0,0,0,0
Gemfibrozil,CVCL_C466,255,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': 7427, 'CYP2C19': inf, 'CYP2C8': 7605, 'CYP2C9': inf, 'PPARA': inf}",7427.0,0,0,0,0
Gemfibrozil,CVCL_1098,210,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': inf, 'CYP2C19': inf, 'CYP2C8': inf, 'CYP2C9': inf, 'PPARA': inf}",inf,0,0,0,0
Gemfibrozil,CVCL_1094,265,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': inf, 'CYP2C19': inf, 'CYP2C8': inf, 'CYP2C9': inf, 'PPARA': inf}",inf,0,0,0,0
Gemfibrozil,CVCL_0334,215,"CYP1A2,CYP2C19,CYP2C8,CYP2C9,PPARA","{'CYP1A2': inf, 'CYP2C19': inf, 'CYP2C8': inf, 'CYP2C9': 5847, 'PPARA': inf}",5847.0,0,0,0,0
