drug,cell_line_id,n_cells,target_genes,gene_ranks,n_in_top5,n_in_top10,n_in_top50,n_in_top100,best_rank
Resveratrol,CVCL_1716,10,SIRT1,{'SIRT1': 12440},0,0,0,0,12440
Resveratrol,CVCL_0334,76,SIRT1,{'SIRT1': 8246},0,0,0,0,8246
Resveratrol,CVCL_1098,87,SIRT1,{'SIRT1': 15516},0,0,0,0,15516
Resveratrol,CVCL_1693,98,SIRT1,{'SIRT1': 5619},0,0,0,0,5619
Resveratrol,CVCL_0028,2,SIRT1,{'SIRT1': 8874},0,0,0,0,8874
Retinoic acid,CVCL_1055,5132,"PPARD,RARA,RARB,RARG","{'PPARD': 23161, 'RARA': 3099, 'RARB': 8883, 'RARG': 11957}",0,0,0,0,3099
Retinoic acid,CVCL_1550,6432,"PPARD,RARA,RARB,RARG","{'PPARD': 20629, 'RARA': 16203, 'RARB': 8004, 'RARG': 13325}",0,0,0,0,8004
Retinoic acid,CVCL_0480,10856,"PPARD,RARA,RARB,RARG","{'PPARD': 24614, 'RARA': 16551, 'RARB': 5477, 'RARG': 13218}",0,0,0,0,5477
Retinoic acid,CVCL_0371,7604,"PPARD,RARA,RARB,RARG","{'PPARD': 24217, 'RARA': 14212, 'RARB': 4771, 'RARG': 4518}",0,0,0,0,4518
Retinoic acid,CVCL_0397,1484,"PPARD,RARA,RARB,RARG","{'PPARD': 21248, 'RARA': 13021, 'RARB': 7669, 'RARG': 7018}",0,0,0,0,7018
Retinoic acid,CVCL_1717,6320,"PPARD,RARA,RARB,RARG","{'PPARD': 23310, 'RARA': 15464, 'RARB': 6923, 'RARG': 13735}",0,0,0,0,6923
Retinoic acid,CVCL_0131,1100,"PPARD,RARA,RARB,RARG","{'PPARD': 21910, 'RARA': 18233, 'RARB': 3846, 'RARG': 13394}",0,0,0,0,3846
Retinoic acid,CVCL_0293,4464,"PPARD,RARA,RARB,RARG","{'PPARD': 19393, 'RARA': 15927, 'RARB': 7415, 'RARG': 3114}",0,0,0,0,3114
Retinoic acid,CVCL_0428,628,"PPARD,RARA,RARB,RARG","{'PPARD': 18036, 'RARA': 16365, 'RARB': 12509, 'RARG': 27107}",0,0,0,0,12509
Retinoic acid,CVCL_1635,4776,"PPARD,RARA,RARB,RARG","{'PPARD': 20221, 'RARA': 17656, 'RARB': 9479, 'RARG': 9865}",0,0,0,0,9479
Retinoic acid,CVCL_1547,6512,"PPARD,RARA,RARB,RARG","{'PPARD': 24915, 'RARA': 15588, 'RARB': 9496, 'RARG': 9879}",0,0,0,0,9496
Retinoic acid,CVCL_1119,5104,"PPARD,RARA,RARB,RARG","{'PPARD': 19993, 'RARA': 14223, 'RARB': 8515, 'RARG': 12585}",0,0,0,0,8515
Retinoic acid,CVCL_0292,1636,"PPARD,RARA,RARB,RARG","{'PPARD': 19064, 'RARA': 17793, 'RARB': 6191, 'RARG': 8426}",0,0,0,0,6191
Retinoic acid,CVCL_0366,2184,"PPARD,RARA,RARB,RARG","{'PPARD': 22536, 'RARA': 19726, 'RARB': 4397, 'RARG': 9328}",0,0,0,0,4397
Retinoic acid,CVCL_1715,560,"PPARD,RARA,RARB,RARG","{'PPARD': 20250, 'RARA': 14090, 'RARB': 7237, 'RARG': 29619}",0,0,0,0,7237
Retinoic acid,CVCL_1577,340,"PPARD,RARA,RARB,RARG","{'PPARD': 21710, 'RARA': 12060, 'RARB': 8454, 'RARG': 8263}",0,0,0,0,8263
Retinoic acid,CVCL_1495,5112,"PPARD,RARA,RARB,RARG","{'PPARD': 19726, 'RARA': 16688, 'RARB': 9209, 'RARG': 12069}",0,0,0,0,9209
Retinoic acid,CVCL_0459,1116,"PPARD,RARA,RARB,RARG","{'PPARD': 21592, 'RARA': 12640, 'RARB': 5625, 'RARG': 12986}",0,0,0,0,5625
Retinoic acid,CVCL_1724,324,"PPARD,RARA,RARB,RARG","{'PPARD': 12705, 'RARA': 17631, 'RARB': 6834, 'RARG': 8154}",0,0,0,0,6834
Retinoic acid,CVCL_1285,788,"PPARD,RARA,RARB,RARG","{'PPARD': 18089, 'RARA': 12074, 'RARB': 5234, 'RARG': 30548}",0,0,0,0,5234
Retinoic acid,CVCL_0069,800,"PPARD,RARA,RARB,RARG","{'PPARD': 18660, 'RARA': 17540, 'RARB': 6182, 'RARG': 11075}",0,0,0,0,6182
Retinoic acid,CVCL_0099,224,"PPARD,RARA,RARB,RARG","{'PPARD': 16152, 'RARA': 15553, 'RARB': 9057, 'RARG': 9339}",0,0,0,0,9057
Retinoic acid,CVCL_1239,148,"PPARD,RARA,RARB,RARG","{'PPARD': 19934, 'RARA': 11075, 'RARB': 4078, 'RARG': 27106}",0,0,0,0,4078
Retinoic acid,CVCL_0359,44,"PPARD,RARA,RARB,RARG","{'PPARD': 11303, 'RARA': 16173, 'RARB': 12803, 'RARG': 1818}",0,0,0,0,1818
Retinoic acid,CVCL_0152,196,"PPARD,RARA,RARB,RARG","{'PPARD': 14500, 'RARA': 12402, 'RARB': 10488, 'RARG': 10227}",0,0,0,0,10227
Retinoic acid,CVCL_1531,108,"PPARD,RARA,RARB,RARG","{'PPARD': 15169, 'RARA': 9473, 'RARB': 9490, 'RARG': 6614}",0,0,0,0,6614
Retinoic acid,CVCL_0399,616,"PPARD,RARA,RARB,RARG","{'PPARD': 15859, 'RARA': 17561, 'RARB': 7224, 'RARG': 11259}",0,0,0,0,7224
Retinoic acid,CVCL_0320,4,"PPARD,RARA,RARB,RARG","{'PPARD': 9421, 'RARA': 12765, 'RARB': 11952, 'RARG': 7177}",0,0,0,0,7177
Retinoic acid,CVCL_1478,8,"PPARD,RARA,RARB,RARG","{'PPARD': 9497, 'RARA': 13006, 'RARB': 12115, 'RARG': 7683}",0,0,0,0,7683
Retinoic acid,CVCL_1097,480,"PPARD,RARA,RARB,RARG","{'PPARD': 20947, 'RARA': 14128, 'RARB': 5449, 'RARG': 30577}",0,0,0,0,5449
Retinoic acid,CVCL_0334,184,"PPARD,RARA,RARB,RARG","{'PPARD': 19951, 'RARA': 11627, 'RARB': 5766, 'RARG': 25963}",0,0,0,0,5766
Retinoic acid,CVCL_1056,576,"PPARD,RARA,RARB,RARG","{'PPARD': 19185, 'RARA': 20646, 'RARB': 5552, 'RARG': 10805}",0,0,0,0,5552
Retinoic acid,CVCL_0023,680,"PPARD,RARA,RARB,RARG","{'PPARD': 21066, 'RARA': 13631, 'RARB': 9330, 'RARG': 30734}",0,0,0,0,9330
Retinoic acid,CVCL_1381,160,"PPARD,RARA,RARB,RARG","{'PPARD': 16957, 'RARA': 14508, 'RARB': 2627, 'RARG': 8716}",0,0,0,0,2627
Retinoic acid,CVCL_0179,344,"PPARD,RARA,RARB,RARG","{'PPARD': 18236, 'RARA': 11349, 'RARB': 5324, 'RARG': 10860}",0,0,0,0,5324
Retinoic acid,CVCL_1094,344,"PPARD,RARA,RARB,RARG","{'PPARD': 20768, 'RARA': 12979, 'RARB': 17996, 'RARG': 6590}",0,0,0,0,6590
Retinoic acid,CVCL_1517,456,"PPARD,RARA,RARB,RARG","{'PPARD': 20379, 'RARA': 17333, 'RARB': 5183, 'RARG': 13112}",0,0,0,0,5183
Retinoic acid,CVCL_C466,412,"PPARD,RARA,RARB,RARG","{'PPARD': 19541, 'RARA': 18748, 'RARB': 5942, 'RARG': 10124}",0,0,0,0,5942
Retinoic acid,CVCL_0546,200,"PPARD,RARA,RARB,RARG","{'PPARD': 14100, 'RARA': 12580, 'RARB': 11472, 'RARG': 10684}",0,0,0,0,10684
Retinoic acid,CVCL_1731,288,"PPARD,RARA,RARB,RARG","{'PPARD': 18241, 'RARA': 9667, 'RARB': 9109, 'RARG': 10791}",0,0,0,0,9109
Retinoic acid,CVCL_0028,4,"PPARD,RARA,RARB,RARG","{'PPARD': 9431, 'RARA': 12770, 'RARB': 11962, 'RARG': 7228}",0,0,0,0,7228
Retinoic acid,CVCL_1098,256,"PPARD,RARA,RARB,RARG","{'PPARD': 18682, 'RARA': 9109, 'RARB': 6367, 'RARG': 6562}",0,0,0,0,6367
Retinoic acid,CVCL_0332,432,"PPARD,RARA,RARB,RARG","{'PPARD': 19870, 'RARA': 19621, 'RARB': 5374, 'RARG': 9547}",0,0,0,0,5374
Retinoic acid,CVCL_0504,236,"PPARD,RARA,RARB,RARG","{'PPARD': 14010, 'RARA': 15056, 'RARB': 11106, 'RARG': 7334}",0,0,0,0,7334
Retinoic acid,CVCL_1693,168,"PPARD,RARA,RARB,RARG","{'PPARD': 18989, 'RARA': 3006, 'RARB': 16325, 'RARG': 28235}",0,0,0,0,3006
Retinoic acid,CVCL_0218,124,"PPARD,RARA,RARB,RARG","{'PPARD': 12115, 'RARA': 17134, 'RARB': 4734, 'RARG': 9860}",0,0,0,0,4734
Retinoic acid,CVCL_1716,36,"PPARD,RARA,RARB,RARG","{'PPARD': 10359, 'RARA': 15797, 'RARB': 3984, 'RARG': 1362}",0,0,0,0,1362
Rimonabant,CVCL_1495,1364,CNR1,{'CNR1': 2716},0,0,0,0,2716
Rimonabant,CVCL_1547,1644,CNR1,{'CNR1': 4187},0,0,0,0,4187
Rimonabant,CVCL_0293,1333,CNR1,{'CNR1': 2941},0,0,0,0,2941
Rimonabant,CVCL_0366,904,CNR1,{'CNR1': 3190},0,0,0,0,3190
Rimonabant,CVCL_1055,1243,CNR1,{'CNR1': 2779},0,0,0,0,2779
Rimonabant,CVCL_0131,559,CNR1,{'CNR1': 5853},0,0,0,0,5853
Rimonabant,CVCL_0371,1828,CNR1,{'CNR1': 8025},0,0,0,0,8025
Rimonabant,CVCL_0428,243,CNR1,{'CNR1': 4023},0,0,0,0,4023
Rimonabant,CVCL_1717,1575,CNR1,{'CNR1': 6110},0,0,0,0,6110
Rimonabant,CVCL_0480,2652,CNR1,{'CNR1': 9596},0,0,0,0,9596
Rimonabant,CVCL_0359,45,CNR1,{'CNR1': 5024},0,0,0,0,5024
Rimonabant,CVCL_1119,1330,CNR1,{'CNR1': 5009},0,0,0,0,5009
Rimonabant,CVCL_1635,1296,CNR1,{'CNR1': 9705},0,0,0,0,9705
Rimonabant,CVCL_1478,28,CNR1,{'CNR1': 4779},0,0,0,0,4779
Rimonabant,CVCL_1550,1943,CNR1,{'CNR1': 6285},0,0,0,0,6285
Rimonabant,CVCL_0399,45,CNR1,{'CNR1': 7083},0,0,0,0,7083
Rimonabant,CVCL_1577,97,CNR1,{'CNR1': 4196},0,0,0,0,4196
Rimonabant,CVCL_1715,144,CNR1,{'CNR1': 4498},0,0,0,0,4498
Rimonabant,CVCL_0069,326,CNR1,{'CNR1': 1811},0,0,0,0,1811
Rimonabant,CVCL_0397,420,CNR1,{'CNR1': 3478},0,0,0,0,3478
Rimonabant,CVCL_1285,116,CNR1,{'CNR1': 2615},0,0,0,0,2615
Rimonabant,CVCL_0459,133,CNR1,{'CNR1': 9964},0,0,0,0,9964
Rimonabant,CVCL_0292,549,CNR1,{'CNR1': 1469},0,0,0,0,1469
Rimonabant,CVCL_0099,15,CNR1,{'CNR1': 3439},0,0,0,0,3439
Rimonabant,CVCL_1724,74,CNR1,{'CNR1': 2785},0,0,0,0,2785
Rimonabant,CVCL_0152,34,CNR1,{'CNR1': 5034},0,0,0,0,5034
Rimonabant,CVCL_1531,35,CNR1,{'CNR1': 2051},0,0,0,0,2051
Rimonabant,CVCL_0332,1,CNR1,{'CNR1': 14381},0,0,0,0,14381
Rimonabant,CVCL_1239,6,CNR1,{'CNR1': 861},0,0,0,0,861
Rimonabant,CVCL_1056,2,CNR1,{'CNR1': 14168},0,0,0,0,14168
Rimonabant,CVCL_0320,7,CNR1,{'CNR1': 10065},0,0,0,0,10065
Rimonabant,CVCL_1716,2,CNR1,{'CNR1': 14145},0,0,0,0,14145
Rimonabant,CVCL_1731,3,CNR1,{'CNR1': 14186},0,0,0,0,14186
Rimonabant,CVCL_0504,1,CNR1,{'CNR1': 14364},0,0,0,0,14364
Rimonabant,CVCL_0023,2,CNR1,{'CNR1': 14148},0,0,0,0,14148
Rimonabant,CVCL_1097,1,CNR1,{'CNR1': 14349},0,0,0,0,14349
Selinexor,CVCL_0397,460,XPO1,{'XPO1': 15781},0,0,0,0,15781
Selinexor,CVCL_0069,302,XPO1,{'XPO1': 5366},0,0,0,0,5366
Selinexor,CVCL_1119,1358,XPO1,{'XPO1': 12074},0,0,0,0,12074
Selinexor,CVCL_0399,22,XPO1,{'XPO1': 13480},0,0,0,0,13480
Selinexor,CVCL_0293,1409,XPO1,{'XPO1': 4619},0,0,0,0,4619
Selinexor,CVCL_1717,1591,XPO1,{'XPO1': 14768},0,0,0,0,14768
Selinexor,CVCL_0371,1834,XPO1,{'XPO1': 13041},0,0,0,0,13041
Selinexor,CVCL_1550,1893,XPO1,{'XPO1': 14418},0,0,0,0,14418
Selinexor,CVCL_0480,2945,XPO1,{'XPO1': 12818},0,0,0,0,12818
Selinexor,CVCL_1547,1670,XPO1,{'XPO1': 14151},0,0,0,0,14151
Selinexor,CVCL_0366,809,XPO1,{'XPO1': 13340},0,0,0,0,13340
Selinexor,CVCL_1495,1438,XPO1,{'XPO1': 9192},0,0,0,0,9192
Selinexor,CVCL_0131,446,XPO1,{'XPO1': 12547},0,0,0,0,12547
Selinexor,CVCL_0292,539,XPO1,{'XPO1': 11714},0,0,0,0,11714
Selinexor,CVCL_0099,15,XPO1,{'XPO1': 13128},0,0,0,0,13128
Selinexor,CVCL_1055,1074,XPO1,{'XPO1': 31},0,0,1,1,31
Selinexor,CVCL_0359,38,XPO1,{'XPO1': 12286},0,0,0,0,12286
Selinexor,CVCL_1635,1340,XPO1,{'XPO1': 12529},0,0,0,0,12529
Selinexor,CVCL_1531,28,XPO1,{'XPO1': 13871},0,0,0,0,13871
Selinexor,CVCL_1715,184,XPO1,{'XPO1': 12134},0,0,0,0,12134
Selinexor,CVCL_1285,87,XPO1,{'XPO1': 7889},0,0,0,0,7889
Selinexor,CVCL_0428,191,XPO1,{'XPO1': 17453},0,0,0,0,17453
Selinexor,CVCL_0459,88,XPO1,{'XPO1': 5984},0,0,0,0,5984
Selinexor,CVCL_1577,96,XPO1,{'XPO1': 13943},0,0,0,0,13943
Selinexor,CVCL_1724,80,XPO1,{'XPO1': 11301},0,0,0,0,11301
Selinexor,CVCL_1478,20,XPO1,{'XPO1': 13342},0,0,0,0,13342
Selinexor,CVCL_0152,28,XPO1,{'XPO1': 13400},0,0,0,0,13400
Selinexor,CVCL_0320,3,XPO1,{'XPO1': 12058},0,0,0,0,12058
Selinexor,CVCL_1239,3,XPO1,{'XPO1': 11388},0,0,0,0,11388
Selinexor,CVCL_1381,3,XPO1,{'XPO1': 12078},0,0,0,0,12078
Selinexor,CVCL_1731,3,XPO1,{'XPO1': 12064},0,0,0,0,12064
Selinexor,CVCL_0334,1,XPO1,{'XPO1': 11190},0,0,0,0,11190
Selinexor,CVCL_1097,2,XPO1,{'XPO1': 11350},0,0,0,0,11350
Sinomenine,CVCL_1635,1043,OPRM1,{'OPRM1': 18646},0,0,0,0,18646
Sinomenine,CVCL_1717,1221,OPRM1,{'OPRM1': 19068},0,0,0,0,19068
Sinomenine,CVCL_1495,1014,OPRM1,{'OPRM1': 23238},0,0,0,0,23238
Sinomenine,CVCL_0397,412,OPRM1,{'OPRM1': 21121},0,0,0,0,21121
Sinomenine,CVCL_0359,40,OPRM1,{'OPRM1': 15849},0,0,0,0,15849
Sinomenine,CVCL_1547,1292,OPRM1,{'OPRM1': 23690},0,0,0,0,23690
Sinomenine,CVCL_0131,647,OPRM1,{'OPRM1': 22449},0,0,0,0,22449
Sinomenine,CVCL_0480,2058,OPRM1,{'OPRM1': 22966},0,0,0,0,22966
Sinomenine,CVCL_0428,274,OPRM1,{'OPRM1': 20499},0,0,0,0,20499
Sinomenine,CVCL_1055,1199,OPRM1,{'OPRM1': 21714},0,0,0,0,21714
Sinomenine,CVCL_0371,1558,OPRM1,{'OPRM1': 23552},0,0,0,0,23552
Sinomenine,CVCL_1119,1181,OPRM1,{'OPRM1': 23006},0,0,0,0,23006
Sinomenine,CVCL_0069,288,OPRM1,{'OPRM1': 20576},0,0,0,0,20576
Sinomenine,CVCL_0366,642,OPRM1,{'OPRM1': 18833},0,0,0,0,18833
Sinomenine,CVCL_1550,1547,OPRM1,{'OPRM1': 20489},0,0,0,0,20489
Sinomenine,CVCL_0293,1109,OPRM1,{'OPRM1': 22266},0,0,0,0,22266
Sinomenine,CVCL_0459,448,OPRM1,{'OPRM1': 21057},0,0,0,0,21057
Sinomenine,CVCL_1478,20,OPRM1,{'OPRM1': 11422},0,0,0,0,11422
Sinomenine,CVCL_0399,267,OPRM1,{'OPRM1': 21894},0,0,0,0,21894
Sinomenine,CVCL_0292,439,OPRM1,{'OPRM1': 17453},0,0,0,0,17453
Sinomenine,CVCL_1285,376,OPRM1,{'OPRM1': 22171},0,0,0,0,22171
Sinomenine,CVCL_1715,90,OPRM1,{'OPRM1': 18537},0,0,0,0,18537
Sinomenine,CVCL_0320,2,OPRM1,{'OPRM1': 9459},0,0,0,0,9459
Sinomenine,CVCL_1724,126,OPRM1,{'OPRM1': 16479},0,0,0,0,16479
Sinomenine,CVCL_1577,70,OPRM1,{'OPRM1': 21053},0,0,0,0,21053
Sinomenine,CVCL_1531,16,OPRM1,{'OPRM1': 11884},0,0,0,0,11884
Sinomenine,CVCL_1381,135,OPRM1,{'OPRM1': 15137},0,0,0,0,15137
Sinomenine,CVCL_0099,87,OPRM1,{'OPRM1': 13319},0,0,0,0,13319
Sinomenine,CVCL_1239,78,OPRM1,{'OPRM1': 17287},0,0,0,0,17287
Sinomenine,CVCL_1125,1,OPRM1,{'OPRM1': 9385},0,0,0,0,9385
Sinomenine,CVCL_0152,97,OPRM1,{'OPRM1': 13727},0,0,0,0,13727
Sinomenine,CVCL_0023,249,OPRM1,{'OPRM1': 20557},0,0,0,0,20557
Sinomenine,CVCL_0179,142,OPRM1,{'OPRM1': 16504},0,0,0,0,16504
Sinomenine,CVCL_1517,260,OPRM1,{'OPRM1': 19816},0,0,0,0,19816
Sinomenine,CVCL_1693,103,OPRM1,{'OPRM1': 15004},0,0,0,0,15004
Sinomenine,CVCL_0332,153,OPRM1,{'OPRM1': 18633},0,0,0,0,18633
Sinomenine,CVCL_1098,89,OPRM1,{'OPRM1': 18957},0,0,0,0,18957
Sinomenine,CVCL_1097,196,OPRM1,{'OPRM1': 21270},0,0,0,0,21270
Sinomenine,CVCL_C466,156,OPRM1,{'OPRM1': 20763},0,0,0,0,20763
Sinomenine,CVCL_1056,261,OPRM1,{'OPRM1': 21264},0,0,0,0,21264
Sinomenine,CVCL_0218,57,OPRM1,{'OPRM1': 20136},0,0,0,0,20136
Sinomenine,CVCL_1094,110,OPRM1,{'OPRM1': 19666},0,0,0,0,19666
Sinomenine,CVCL_1731,137,OPRM1,{'OPRM1': 17982},0,0,0,0,17982
Sinomenine,CVCL_0504,121,OPRM1,{'OPRM1': 14928},0,0,0,0,14928
Sinomenine,CVCL_0546,98,OPRM1,{'OPRM1': 11694},0,0,0,0,11694
Sinomenine,CVCL_1716,8,OPRM1,{'OPRM1': 10192},0,0,0,0,10192
Sinomenine,CVCL_0334,81,OPRM1,{'OPRM1': 16556},0,0,0,0,16556
Sinomenine,CVCL_0028,2,OPRM1,{'OPRM1': 9490},0,0,0,0,9490
Sodium Salicylate,CVCL_0366,684,PTGS2,{'PTGS2': 15287},0,0,0,0,15287
Sodium Salicylate,CVCL_1715,192,PTGS2,{'PTGS2': 12565},0,0,0,0,12565
Sodium Salicylate,CVCL_0371,1831,PTGS2,{'PTGS2': 12281},0,0,0,0,12281
Sodium Salicylate,CVCL_1577,72,PTGS2,{'PTGS2': 18306},0,0,0,0,18306
Sodium Salicylate,CVCL_1635,1209,PTGS2,{'PTGS2': 11483},0,0,0,0,11483
Sodium Salicylate,CVCL_1717,1465,PTGS2,{'PTGS2': 15228},0,0,0,0,15228
Sodium Salicylate,CVCL_0480,2490,PTGS2,{'PTGS2': 15888},0,0,0,0,15888
Sodium Salicylate,CVCL_0359,31,PTGS2,{'PTGS2': 4340},0,0,0,0,4340
Sodium Salicylate,CVCL_0292,547,PTGS2,{'PTGS2': 15173},0,0,0,0,15173
Sodium Salicylate,CVCL_1550,1676,PTGS2,{'PTGS2': 14471},0,0,0,0,14471
Sodium Salicylate,CVCL_1547,1494,PTGS2,{'PTGS2': 15157},0,0,0,0,15157
Sodium Salicylate,CVCL_0293,1224,PTGS2,{'PTGS2': 16217},0,0,0,0,16217
Sodium Salicylate,CVCL_0069,216,PTGS2,{'PTGS2': 12681},0,0,0,0,12681
Sodium Salicylate,CVCL_1055,930,PTGS2,{'PTGS2': 12962},0,0,0,0,12962
Sodium Salicylate,CVCL_0397,485,PTGS2,{'PTGS2': 14828},0,0,0,0,14828
Sodium Salicylate,CVCL_1495,1188,PTGS2,{'PTGS2': 14065},0,0,0,0,14065
Sodium Salicylate,CVCL_1119,1134,PTGS2,{'PTGS2': 14832},0,0,0,0,14832
Sodium Salicylate,CVCL_0459,285,PTGS2,{'PTGS2': 19800},0,0,0,0,19800
Sodium Salicylate,CVCL_1285,234,PTGS2,{'PTGS2': 20597},0,0,0,0,20597
Sodium Salicylate,CVCL_1381,58,PTGS2,{'PTGS2': 11482},0,0,0,0,11482
Sodium Salicylate,CVCL_0428,156,PTGS2,{'PTGS2': 19289},0,0,0,0,19289
Sodium Salicylate,CVCL_0131,475,PTGS2,{'PTGS2': 11235},0,0,0,0,11235
Sodium Salicylate,CVCL_1531,32,PTGS2,{'PTGS2': 12413},0,0,0,0,12413
Sodium Salicylate,CVCL_0399,238,PTGS2,{'PTGS2': 10408},0,0,0,0,10408
Sodium Salicylate,CVCL_0099,57,PTGS2,{'PTGS2': 17371},0,0,0,0,17371
Sodium Salicylate,CVCL_1478,18,PTGS2,{'PTGS2': 12960},0,0,0,0,12960
Sodium Salicylate,CVCL_1724,96,PTGS2,{'PTGS2': 10715},0,0,0,0,10715
Sodium Salicylate,CVCL_0320,2,PTGS2,{'PTGS2': 11107},0,0,0,0,11107
Sodium Salicylate,CVCL_0152,69,PTGS2,{'PTGS2': 14922},0,0,0,0,14922
Sodium Salicylate,CVCL_1731,105,PTGS2,{'PTGS2': 18317},0,0,0,0,18317
Sodium Salicylate,CVCL_1056,139,PTGS2,{'PTGS2': 12138},0,0,0,0,12138
Sodium Salicylate,CVCL_C466,108,PTGS2,{'PTGS2': 17623},0,0,0,0,17623
Sodium Salicylate,CVCL_0023,157,PTGS2,{'PTGS2': 17684},0,0,0,0,17684
Sodium Salicylate,CVCL_1517,149,PTGS2,{'PTGS2': 10581},0,0,0,0,10581
Sodium Salicylate,CVCL_0179,78,PTGS2,{'PTGS2': 13322},0,0,0,0,13322
Sodium Salicylate,CVCL_0504,57,PTGS2,{'PTGS2': 12419},0,0,0,0,12419
Sodium Salicylate,CVCL_1094,96,PTGS2,{'PTGS2': 9812},0,0,0,0,9812
Sodium Salicylate,CVCL_0546,56,PTGS2,{'PTGS2': 11564},0,0,0,0,11564
Sodium Salicylate,CVCL_0334,48,PTGS2,{'PTGS2': 12001},0,0,0,0,12001
Sodium Salicylate,CVCL_1098,63,PTGS2,{'PTGS2': 16885},0,0,0,0,16885
Sodium Salicylate,CVCL_1097,126,PTGS2,{'PTGS2': 18931},0,0,0,0,18931
Sodium Salicylate,CVCL_1239,50,PTGS2,{'PTGS2': 11146},0,0,0,0,11146
Sodium Salicylate,CVCL_1693,56,PTGS2,{'PTGS2': 18013},0,0,0,0,18013
Sodium Salicylate,CVCL_0332,88,PTGS2,{'PTGS2': 10425},0,0,0,0,10425
Sodium Salicylate,CVCL_0218,31,PTGS2,{'PTGS2': 10818},0,0,0,0,10818
Sodium Salicylate,CVCL_1716,4,PTGS2,{'PTGS2': 11965},0,0,0,0,11965
Sodium Salicylate,CVCL_1125,1,PTGS2,{'PTGS2': 11640},0,0,0,0,11640
Sulfisoxazole,CVCL_1495,2684,"EDNRA,EDNRB","{'EDNRA': 12170, 'EDNRB': 12282}",0,0,0,0,12170
Sulfisoxazole,CVCL_0293,2402,"EDNRA,EDNRB","{'EDNRA': 11184, 'EDNRB': 7410}",0,0,0,0,7410
Sulfisoxazole,CVCL_1055,2042,"EDNRA,EDNRB","{'EDNRA': 11107, 'EDNRB': 6190}",0,0,0,0,6190
Sulfisoxazole,CVCL_0359,114,"EDNRA,EDNRB","{'EDNRA': 14101, 'EDNRB': 4091}",0,0,0,0,4091
Sulfisoxazole,CVCL_1635,2290,"EDNRA,EDNRB","{'EDNRA': 10912, 'EDNRB': 4124}",0,0,0,0,4124
Sulfisoxazole,CVCL_0480,5328,"EDNRA,EDNRB","{'EDNRA': 12909, 'EDNRB': 2492}",0,0,0,0,2492
Sulfisoxazole,CVCL_0366,1800,"EDNRA,EDNRB","{'EDNRA': 15560, 'EDNRB': 5946}",0,0,0,0,5946
Sulfisoxazole,CVCL_1547,3020,"EDNRA,EDNRB","{'EDNRA': 3603, 'EDNRB': 2960}",0,0,0,0,2960
Sulfisoxazole,CVCL_1119,2544,"EDNRA,EDNRB","{'EDNRA': 12565, 'EDNRB': 7924}",0,0,0,0,7924
Sulfisoxazole,CVCL_0459,560,"EDNRA,EDNRB","{'EDNRA': 109, 'EDNRB': 6353}",0,0,0,0,109
Sulfisoxazole,CVCL_1285,524,"EDNRA,EDNRB","{'EDNRA': 7386, 'EDNRB': 7959}",0,0,0,0,7386
Sulfisoxazole,CVCL_1550,3254,"EDNRA,EDNRB","{'EDNRA': 11425, 'EDNRB': 7851}",0,0,0,0,7851
Sulfisoxazole,CVCL_0428,628,"EDNRA,EDNRB","{'EDNRA': 19690, 'EDNRB': 6387}",0,0,0,0,6387
Sulfisoxazole,CVCL_0399,306,"EDNRA,EDNRB","{'EDNRA': 17606, 'EDNRB': 7360}",0,0,0,0,7360
Sulfisoxazole,CVCL_0371,2988,"EDNRA,EDNRB","{'EDNRA': 11910, 'EDNRB': 6286}",0,0,0,0,6286
Sulfisoxazole,CVCL_0069,730,"EDNRA,EDNRB","{'EDNRA': 11997, 'EDNRB': 6654}",0,0,0,0,6654
Sulfisoxazole,CVCL_1717,2632,"EDNRA,EDNRB","{'EDNRA': 12157, 'EDNRB': 5022}",0,0,0,0,5022
Sulfisoxazole,CVCL_0131,1624,"EDNRA,EDNRB","{'EDNRA': 9278, 'EDNRB': 6165}",0,0,0,0,6165
Sulfisoxazole,CVCL_0292,860,"EDNRA,EDNRB","{'EDNRA': 8716, 'EDNRB': 7388}",0,0,0,0,7388
Sulfisoxazole,CVCL_0397,998,"EDNRA,EDNRB","{'EDNRA': 11294, 'EDNRB': 4339}",0,0,0,0,4339
Sulfisoxazole,CVCL_1715,282,"EDNRA,EDNRB","{'EDNRA': 10020, 'EDNRB': 8726}",0,0,0,0,8726
Sulfisoxazole,CVCL_1724,242,"EDNRA,EDNRB","{'EDNRA': 18193, 'EDNRB': 3695}",0,0,0,0,3695
Sulfisoxazole,CVCL_1381,74,"EDNRA,EDNRB","{'EDNRA': 17033, 'EDNRB': 4949}",0,0,0,0,4949
Sulfisoxazole,CVCL_1478,52,"EDNRA,EDNRB","{'EDNRA': 5884, 'EDNRB': 14172}",0,0,0,0,5884
Sulfisoxazole,CVCL_1531,56,"EDNRA,EDNRB","{'EDNRA': 2934, 'EDNRB': 5096}",0,0,0,0,2934
Sulfisoxazole,CVCL_1577,168,"EDNRA,EDNRB","{'EDNRA': 7821, 'EDNRB': 5155}",0,0,0,0,5155
Sulfisoxazole,CVCL_0320,8,"EDNRA,EDNRB","{'EDNRA': 3727, 'EDNRB': 1189}",0,0,0,0,1189
Sulfisoxazole,CVCL_0023,186,"EDNRA,EDNRB","{'EDNRA': 15646, 'EDNRB': 2369}",0,0,0,0,2369
