target_gene,batch,cell_n
KLF10,Flex_2_10,31
KLF10,Flex_2_11,34
KLF10,Flex_2_12,51
KLF10,Flex_2_13,44
KLF10,Flex_2_14,38
KLF10,Flex_2_15,55
KLF10,Flex_2_16,38
KLF10,Flex_3_01,32
KLF10,Flex_3_02,40
KLF10,Flex_3_03,45
KLF10,Flex_3_04,56
KLF10,Flex_3_05,45
KLF10,Flex_3_06,47
KLF10,Flex_3_07,36
KLF10,Flex_3_08,45
KLF10,Flex_3_09,44
KLF10,Flex_3_10,46
KLF10,Flex_3_11,37
KLF10,Flex_3_12,54
KLF10,Flex_3_13,36
KLF10,Flex_3_14,45
KLF10,Flex_3_15,44
KLF10,Flex_3_16,36
LAD1,Flex_1_01,20
LAD1,Flex_1_02,34
LAD1,Flex_1_03,17
LAD1,Flex_1_04,23
LAD1,Flex_1_05,36
LAD1,Flex_1_06,27
LAD1,Flex_1_07,25
LAD1,Flex_1_08,29
LAD1,Flex_1_09,20
LAD1,Flex_1_10,25
LAD1,Flex_1_11,28
LAD1,Flex_1_12,28
LAD1,Flex_1_13,26
LAD1,Flex_1_14,38
LAD1,Flex_1_15,23
LAD1,Flex_1_16,20
LAD1,Flex_2_01,27
LAD1,Flex_2_02,29
LAD1,Flex_2_03,28
LAD1,Flex_2_04,28
LAD1,Flex_2_05,22
LAD1,Flex_2_06,27
LAD1,Flex_2_07,31
LAD1,Flex_2_08,18
LAD1,Flex_2_09,29
LAD1,Flex_2_10,27
LAD1,Flex_2_11,39
LAD1,Flex_2_12,26
LAD1,Flex_2_13,35
LAD1,Flex_2_14,35
LAD1,Flex_2_15,26
LAD1,Flex_2_16,24
LAD1,Flex_3_01,23
LAD1,Flex_3_02,27
LAD1,Flex_3_03,32
LAD1,Flex_3_04,35
LAD1,Flex_3_05,28
LAD1,Flex_3_06,35
LAD1,Flex_3_07,31
LAD1,Flex_3_08,31
LAD1,Flex_3_09,33
LAD1,Flex_3_10,27
LAD1,Flex_3_11,30
LAD1,Flex_3_12,31
LAD1,Flex_3_13,38
LAD1,Flex_3_14,28
LAD1,Flex_3_15,41
LAD1,Flex_3_16,21
LRPPRC,Flex_1_01,21
LRPPRC,Flex_1_02,24
LRPPRC,Flex_1_03,24
LRPPRC,Flex_1_04,18
LRPPRC,Flex_1_05,19
LRPPRC,Flex_1_06,29
LRPPRC,Flex_1_07,20
LRPPRC,Flex_1_08,28
LRPPRC,Flex_1_09,25
LRPPRC,Flex_1_10,26
LRPPRC,Flex_1_11,23
LRPPRC,Flex_1_12,19
LRPPRC,Flex_1_13,21
LRPPRC,Flex_1_14,32
LRPPRC,Flex_1_15,16
LRPPRC,Flex_1_16,20
LRPPRC,Flex_2_01,21
LRPPRC,Flex_2_02,17
LRPPRC,Flex_2_03,24
LRPPRC,Flex_2_04,15
LRPPRC,Flex_2_05,19
LRPPRC,Flex_2_06,25
LRPPRC,Flex_2_07,19
LRPPRC,Flex_2_08,23
LRPPRC,Flex_2_09,22
LRPPRC,Flex_2_10,19
LRPPRC,Flex_2_11,34
LRPPRC,Flex_2_12,20
LRPPRC,Flex_2_13,23
LRPPRC,Flex_2_14,16
LRPPRC,Flex_2_15,24
LRPPRC,Flex_2_16,22
LRPPRC,Flex_3_01,16
LRPPRC,Flex_3_02,20
LRPPRC,Flex_3_03,18
LRPPRC,Flex_3_04,22
LRPPRC,Flex_3_05,20
LRPPRC,Flex_3_06,27
LRPPRC,Flex_3_07,20
LRPPRC,Flex_3_08,17
LRPPRC,Flex_3_09,20
LRPPRC,Flex_3_10,24
LRPPRC,Flex_3_11,30
LRPPRC,Flex_3_12,19
LRPPRC,Flex_3_13,30
LRPPRC,Flex_3_14,26
LRPPRC,Flex_3_15,17
LRPPRC,Flex_3_16,19
LZTR1,Flex_1_01,18
LZTR1,Flex_1_02,26
LZTR1,Flex_1_03,18
LZTR1,Flex_1_04,23
LZTR1,Flex_1_05,33
LZTR1,Flex_1_06,26
LZTR1,Flex_1_07,32
LZTR1,Flex_1_08,28
LZTR1,Flex_1_09,21
LZTR1,Flex_1_10,36
LZTR1,Flex_1_11,25
LZTR1,Flex_1_12,33
LZTR1,Flex_1_13,30
LZTR1,Flex_1_14,20
LZTR1,Flex_1_15,29
LZTR1,Flex_1_16,33
LZTR1,Flex_2_01,23
LZTR1,Flex_2_02,32
LZTR1,Flex_2_03,28
LZTR1,Flex_2_04,21
LZTR1,Flex_2_05,25
LZTR1,Flex_2_06,25
LZTR1,Flex_2_07,25
LZTR1,Flex_2_08,21
LZTR1,Flex_2_09,26
LZTR1,Flex_2_10,23
LZTR1,Flex_2_11,36
LZTR1,Flex_2_12,18
LZTR1,Flex_2_13,28
LZTR1,Flex_2_14,27
LZTR1,Flex_2_15,34
LZTR1,Flex_2_16,29
LZTR1,Flex_3_01,28
LZTR1,Flex_3_02,32
LZTR1,Flex_3_03,32
LZTR1,Flex_3_04,31
LZTR1,Flex_3_05,34
LZTR1,Flex_3_06,40
LZTR1,Flex_3_07,33
LZTR1,Flex_3_08,27
LZTR1,Flex_3_09,27
LZTR1,Flex_3_10,38
LZTR1,Flex_3_11,31
LZTR1,Flex_3_12,36
LZTR1,Flex_3_13,31
LZTR1,Flex_3_14,39
LZTR1,Flex_3_15,32
LZTR1,Flex_3_16,38
MAP1B,Flex_1_01,19
MAP1B,Flex_1_02,16
MAP1B,Flex_1_03,11
MAP1B,Flex_1_04,21
MAP1B,Flex_1_05,13
MAP1B,Flex_1_06,19
MAP1B,Flex_1_07,15
MAP1B,Flex_1_08,14
MAP1B,Flex_1_09,21
MAP1B,Flex_1_10,19
MAP1B,Flex_1_11,19
MAP1B,Flex_1_12,20
MAP1B,Flex_1_13,9
MAP1B,Flex_1_14,17
MAP1B,Flex_1_15,14
MAP1B,Flex_1_16,12
MAP1B,Flex_2_01,14
MAP1B,Flex_2_02,13
MAP1B,Flex_2_03,14
MAP1B,Flex_2_04,15
MAP1B,Flex_2_05,13
MAP1B,Flex_2_06,14
MAP1B,Flex_2_07,16
MAP1B,Flex_2_08,17
MAP1B,Flex_2_09,22
MAP1B,Flex_2_10,18
MAP1B,Flex_2_11,25
MAP1B,Flex_2_12,17
MAP1B,Flex_2_13,20
MAP1B,Flex_2_14,16
MAP1B,Flex_2_15,12
MAP1B,Flex_2_16,13
MAP1B,Flex_3_01,9
MAP1B,Flex_3_02,17
MAP1B,Flex_3_03,12
MAP1B,Flex_3_04,19
MAP1B,Flex_3_05,23
MAP1B,Flex_3_06,17
MAP1B,Flex_3_07,17
MAP1B,Flex_3_08,16
MAP1B,Flex_3_09,17
MAP1B,Flex_3_10,23
MAP1B,Flex_3_11,22
MAP1B,Flex_3_12,8
MAP1B,Flex_3_13,14
MAP1B,Flex_3_14,25
MAP1B,Flex_3_15,14
MAP1B,Flex_3_16,13
MAP3K7,Flex_1_01,34
MAP3K7,Flex_1_02,42
MAP3K7,Flex_1_03,36
MAP3K7,Flex_1_04,33
MAP3K7,Flex_1_05,44
MAP3K7,Flex_1_06,42
MAP3K7,Flex_1_07,45
MAP3K7,Flex_1_08,51
MAP3K7,Flex_1_09,30
MAP3K7,Flex_1_10,54
MAP3K7,Flex_1_11,38
MAP3K7,Flex_1_12,35
MAP3K7,Flex_1_13,31
MAP3K7,Flex_1_14,33
MAP3K7,Flex_1_15,56
MAP3K7,Flex_1_16,43
MAP3K7,Flex_2_01,42
MAP3K7,Flex_2_02,42
MAP3K7,Flex_2_03,42
MAP3K7,Flex_2_04,63
MAP3K7,Flex_2_05,37
MAP3K7,Flex_2_06,40
MAP3K7,Flex_2_07,36
MAP3K7,Flex_2_08,50
MAP3K7,Flex_2_09,45
MAP3K7,Flex_2_10,41
MAP3K7,Flex_2_11,42
MAP3K7,Flex_2_12,32
MAP3K7,Flex_2_13,35
MAP3K7,Flex_2_14,40
MAP3K7,Flex_2_15,44
MAP3K7,Flex_2_16,33
MAP3K7,Flex_3_01,44
MAP3K7,Flex_3_02,51
MAP3K7,Flex_3_03,53
MAP3K7,Flex_3_04,39
MAP3K7,Flex_3_05,39
MAP3K7,Flex_3_06,53
MAP3K7,Flex_3_07,50
MAP3K7,Flex_3_08,42
MAP3K7,Flex_3_09,42
MAP3K7,Flex_3_10,41
MAP3K7,Flex_3_11,45
MAP3K7,Flex_3_12,35
MAP3K7,Flex_3_13,49
MAP3K7,Flex_3_14,41
MAP3K7,Flex_3_15,45
MAP3K7,Flex_3_16,39
MAPKAPK2,Flex_1_01,47
MAPKAPK2,Flex_1_02,43
MAPKAPK2,Flex_1_03,49
MAPKAPK2,Flex_1_04,54
MAPKAPK2,Flex_1_05,44
MAPKAPK2,Flex_1_06,60
MAPKAPK2,Flex_1_07,45
MAPKAPK2,Flex_1_08,32
MAPKAPK2,Flex_1_09,43
MAPKAPK2,Flex_1_10,43
MAPKAPK2,Flex_1_11,42
MAPKAPK2,Flex_1_12,34
MAPKAPK2,Flex_1_13,47
MAPKAPK2,Flex_1_14,42
MAPKAPK2,Flex_1_15,53
MAPKAPK2,Flex_1_16,31
MAPKAPK2,Flex_2_01,42
MAPKAPK2,Flex_2_02,40
MAPKAPK2,Flex_2_03,47
MAPKAPK2,Flex_2_04,66
MAPKAPK2,Flex_2_05,48
MAPKAPK2,Flex_2_06,52
MAPKAPK2,Flex_2_07,49
MAPKAPK2,Flex_2_08,45
MAPKAPK2,Flex_2_09,44
MAPKAPK2,Flex_2_10,52
MAPKAPK2,Flex_2_11,41
MAPKAPK2,Flex_2_12,31
MAPKAPK2,Flex_2_13,48
MAPKAPK2,Flex_2_14,44
MAPKAPK2,Flex_2_15,45
MAPKAPK2,Flex_2_16,42
MAPKAPK2,Flex_3_01,42
MAPKAPK2,Flex_3_02,43
MAPKAPK2,Flex_3_03,55
MAPKAPK2,Flex_3_04,33
MAPKAPK2,Flex_3_05,48
MAPKAPK2,Flex_3_06,58
MAPKAPK2,Flex_3_07,40
MAPKAPK2,Flex_3_08,47
MAPKAPK2,Flex_3_09,51
MAPKAPK2,Flex_3_10,53
MAPKAPK2,Flex_3_11,55
MAPKAPK2,Flex_3_12,51
MAPKAPK2,Flex_3_13,48
MAPKAPK2,Flex_3_14,46
MAPKAPK2,Flex_3_15,46
MAPKAPK2,Flex_3_16,35
MAST2,Flex_1_01,21
MAST2,Flex_1_02,25
MAST2,Flex_1_03,27
MAST2,Flex_1_04,27
MAST2,Flex_1_05,16
MAST2,Flex_1_06,12
MAST2,Flex_1_07,17
MAST2,Flex_1_08,17
MAST2,Flex_1_09,21
MAST2,Flex_1_10,10
MAST2,Flex_1_11,19
MAST2,Flex_1_12,25
MAST2,Flex_1_13,17
MAST2,Flex_1_14,18
MAST2,Flex_1_15,21
MAST2,Flex_1_16,22
MAST2,Flex_2_01,19
MAST2,Flex_2_02,21
MAST2,Flex_2_03,18
MAST2,Flex_2_04,19
MAST2,Flex_2_05,22
MAST2,Flex_2_06,29
MAST2,Flex_2_07,20
MAST2,Flex_2_08,20
MAST2,Flex_2_09,22
MAST2,Flex_2_10,20
MAST2,Flex_2_11,31
MAST2,Flex_2_12,19
MAST2,Flex_2_13,20
MAST2,Flex_2_14,24
MAST2,Flex_2_15,23
MAST2,Flex_2_16,27
MAST2,Flex_3_01,17
MAST2,Flex_3_02,30
MAST2,Flex_3_03,27
MAST2,Flex_3_04,19
MAST2,Flex_3_05,26
MAST2,Flex_3_06,17
MAST2,Flex_3_07,19
MAST2,Flex_3_08,32
MAST2,Flex_3_09,28
MAST2,Flex_3_10,17
MAST2,Flex_3_11,22
MAST2,Flex_3_12,29
MAST2,Flex_3_13,16
MAST2,Flex_3_14,18
MAST2,Flex_3_15,28
MAST2,Flex_3_16,15
MAU2,Flex_1_01,20
MAU2,Flex_1_02,16
MAU2,Flex_1_03,21
MAU2,Flex_1_04,23
MAU2,Flex_1_05,15
MAU2,Flex_1_06,23
MAU2,Flex_1_07,25
MAU2,Flex_1_08,25
MAU2,Flex_1_09,25
MAU2,Flex_1_10,10
MAU2,Flex_1_11,23
MAU2,Flex_1_12,16
MAU2,Flex_1_13,22
MAU2,Flex_1_14,26
MAU2,Flex_1_15,16
MAU2,Flex_1_16,19
MAU2,Flex_2_01,18
MAU2,Flex_2_02,18
MAU2,Flex_2_03,21
MAU2,Flex_2_04,18
MAU2,Flex_2_05,12
MAU2,Flex_2_06,25
MAU2,Flex_2_07,15
MAU2,Flex_2_08,19
MAU2,Flex_2_09,19
MAU2,Flex_2_10,20
MAU2,Flex_2_11,19
MAU2,Flex_2_12,16
MAU2,Flex_2_13,33
MAU2,Flex_2_14,14
MAU2,Flex_2_15,28
MAU2,Flex_2_16,25
MAU2,Flex_3_01,19
MAU2,Flex_3_02,23
MAU2,Flex_3_03,15
MAU2,Flex_3_04,24
MAU2,Flex_3_05,28
MAU2,Flex_3_06,20
MAU2,Flex_3_07,31
MAU2,Flex_3_08,20
MAU2,Flex_3_09,21
MAU2,Flex_3_10,21
MAU2,Flex_3_11,31
MAU2,Flex_3_12,17
MAU2,Flex_3_13,33
MAU2,Flex_3_14,23
MAU2,Flex_3_15,27
MAU2,Flex_3_16,23
MBTPS1,Flex_1_01,10
MBTPS1,Flex_1_02,8
MBTPS1,Flex_1_03,8
MBTPS1,Flex_1_04,9
MBTPS1,Flex_1_05,12
MBTPS1,Flex_1_06,11
MBTPS1,Flex_1_07,20
MBTPS1,Flex_1_08,8
MBTPS1,Flex_1_09,17
MBTPS1,Flex_1_10,14
MBTPS1,Flex_1_11,7
MBTPS1,Flex_1_12,12
MBTPS1,Flex_1_13,13
MBTPS1,Flex_1_14,10
MBTPS1,Flex_1_15,24
MBTPS1,Flex_1_16,10
MBTPS1,Flex_2_01,13
MBTPS1,Flex_2_02,8
MBTPS1,Flex_2_03,14
MBTPS1,Flex_2_04,19
MBTPS1,Flex_2_05,5
MBTPS1,Flex_2_06,8
MBTPS1,Flex_2_07,8
MBTPS1,Flex_2_08,13
MBTPS1,Flex_2_09,10
MBTPS1,Flex_2_10,12
MBTPS1,Flex_2_11,15
MBTPS1,Flex_2_12,18
MBTPS1,Flex_2_13,7
MBTPS1,Flex_2_14,11
MBTPS1,Flex_2_15,15
MBTPS1,Flex_2_16,15
MBTPS1,Flex_3_01,16
MBTPS1,Flex_3_02,11
MBTPS1,Flex_3_03,20
MBTPS1,Flex_3_04,11
MBTPS1,Flex_3_05,9
MBTPS1,Flex_3_06,11
MBTPS1,Flex_3_07,18
MBTPS1,Flex_3_08,19
MBTPS1,Flex_3_09,15
MBTPS1,Flex_3_10,15
MBTPS1,Flex_3_11,23
MBTPS1,Flex_3_12,15
MBTPS1,Flex_3_13,12
MBTPS1,Flex_3_14,15
MBTPS1,Flex_3_15,17
MBTPS1,Flex_3_16,15
MED1,Flex_1_01,8
MED1,Flex_1_02,8
MED1,Flex_1_03,4
MED1,Flex_1_04,9
MED1,Flex_1_05,5
MED1,Flex_1_06,9
MED1,Flex_1_07,7
MED1,Flex_1_08,6
MED1,Flex_1_09,12
MED1,Flex_1_10,12
MED1,Flex_1_11,10
MED1,Flex_1_12,10
MED1,Flex_1_13,4
MED1,Flex_1_14,10
MED1,Flex_1_15,12
MED1,Flex_1_16,2
MED1,Flex_2_01,8
MED1,Flex_2_02,9
MED1,Flex_2_03,8
MED1,Flex_2_04,9
MED1,Flex_2_05,8
MED1,Flex_2_06,9
MED1,Flex_2_07,7
MED1,Flex_2_08,9
MED1,Flex_2_09,5
MED1,Flex_2_10,8
MED1,Flex_2_11,8
MED1,Flex_2_12,5
MED1,Flex_2_13,11
MED1,Flex_2_14,8
MED1,Flex_2_15,7
MED1,Flex_2_16,6
MED1,Flex_3_01,8
MED1,Flex_3_02,8
MED1,Flex_3_03,9
MED1,Flex_3_04,18
MED1,Flex_3_05,12
MED1,Flex_3_06,10
MED1,Flex_3_07,11
MED1,Flex_3_08,10
MED1,Flex_3_09,6
MED1,Flex_3_10,10
MED1,Flex_3_11,11
MED1,Flex_3_12,11
MED1,Flex_3_13,5
MED1,Flex_3_14,9
MED1,Flex_3_15,6
MED1,Flex_3_16,10
MED12,Flex_1_01,48
MED12,Flex_1_02,39
MED12,Flex_1_03,55
MED12,Flex_1_04,48
MED12,Flex_1_05,56
MED12,Flex_1_06,59
MED12,Flex_1_07,57
MED12,Flex_1_08,47
MED12,Flex_1_09,42
MED12,Flex_1_10,56
MED12,Flex_1_11,49
MED12,Flex_1_12,50
MED12,Flex_1_13,68
MED12,Flex_1_14,54
MED12,Flex_1_15,54
MED12,Flex_1_16,61
MED12,Flex_2_01,39
MED12,Flex_2_02,56
MED12,Flex_2_03,50
MED12,Flex_2_04,53
MED12,Flex_2_05,47
MED12,Flex_2_06,54
MED12,Flex_2_07,63
MED12,Flex_2_08,58
MED12,Flex_2_09,59
MED12,Flex_2_10,58
MED12,Flex_2_11,70
MED12,Flex_2_12,55
MED12,Flex_2_13,56
MED12,Flex_2_14,62
MED12,Flex_2_15,57
MED12,Flex_2_16,55
MED12,Flex_3_01,64
MED12,Flex_3_02,63
MED12,Flex_3_03,70
MED12,Flex_3_04,42
MED12,Flex_3_05,58
MED12,Flex_3_06,62
MED12,Flex_3_07,85
MED12,Flex_3_08,69
MED12,Flex_3_09,70
MED12,Flex_3_10,57
MED12,Flex_3_11,57
MED12,Flex_3_12,53
MED12,Flex_3_13,68
MED12,Flex_3_14,73
MED12,Flex_3_15,66
MED12,Flex_3_16,74
MED13,Flex_1_01,54
MED13,Flex_1_02,56
MED13,Flex_1_03,47
MED13,Flex_1_04,55
MED13,Flex_1_05,49
MED13,Flex_1_06,57
MED13,Flex_1_07,60
MED13,Flex_1_08,44
MED13,Flex_1_09,52
MED13,Flex_1_10,53
MED13,Flex_1_11,63
MED13,Flex_1_12,55
MED13,Flex_1_13,51
MED13,Flex_1_14,67
MED13,Flex_1_15,48
MED13,Flex_1_16,64
MED13,Flex_2_01,56
MED13,Flex_2_02,56
MED13,Flex_2_03,49
MED13,Flex_2_04,66
MED13,Flex_2_05,48
MED13,Flex_2_06,64
MED13,Flex_2_07,70
MED13,Flex_2_08,52
MED13,Flex_2_09,64
MED13,Flex_2_10,57
MED13,Flex_2_11,63
MED13,Flex_2_12,44
MED13,Flex_2_13,46
MED13,Flex_2_14,60
MED13,Flex_2_15,64
MED13,Flex_2_16,47
MED13,Flex_3_01,68
MED13,Flex_3_02,74
MED13,Flex_3_03,76
MED13,Flex_3_04,75
MED13,Flex_3_05,55
MED13,Flex_3_06,74
MED13,Flex_3_07,52
MED13,Flex_3_08,57
MED13,Flex_3_09,77
MED13,Flex_3_10,56
MED13,Flex_3_11,58
MED13,Flex_3_12,54
MED13,Flex_3_13,57
MED13,Flex_3_14,65
MED13,Flex_3_15,49
MED13,Flex_3_16,59
MED13L,Flex_1_01,49
MED13L,Flex_1_02,49
MED13L,Flex_1_03,46
MED13L,Flex_1_04,45
MED13L,Flex_1_05,60
MED13L,Flex_1_06,37
MED13L,Flex_1_07,51
MED13L,Flex_1_08,60
MED13L,Flex_1_09,56
MED13L,Flex_1_10,53
MED13L,Flex_1_11,40
MED13L,Flex_1_12,37
MED13L,Flex_1_13,40
MED13L,Flex_1_14,55
MED13L,Flex_1_15,51
MED13L,Flex_1_16,34
MED13L,Flex_2_01,59
MED13L,Flex_2_02,59
MED13L,Flex_2_03,48
MED13L,Flex_2_04,58
MED13L,Flex_2_05,45
MED13L,Flex_2_06,59
MED13L,Flex_2_07,50
MED13L,Flex_2_08,57
MED13L,Flex_2_09,48
MED13L,Flex_2_10,55
MED13L,Flex_2_11,48
MED13L,Flex_2_12,51
MED13L,Flex_2_13,46
MED13L,Flex_2_14,57
MED13L,Flex_2_15,62
MED13L,Flex_2_16,48
MED13L,Flex_3_01,44
MED13L,Flex_3_02,51
MED13L,Flex_3_03,63
MED13L,Flex_3_04,52
MED13L,Flex_3_05,49
MED13L,Flex_3_06,63
MED13L,Flex_3_07,55
MED13L,Flex_3_08,58
MED13L,Flex_3_09,59
MED13L,Flex_3_10,53
MED13L,Flex_3_11,54
MED13L,Flex_3_12,47
MED13L,Flex_3_13,54
MED13L,Flex_3_14,53
MED13L,Flex_3_15,44
MED13L,Flex_3_16,57
MED24,Flex_1_01,8
MED24,Flex_1_02,5
MED24,Flex_1_03,13
MED24,Flex_1_04,17
MED24,Flex_1_05,9
MED24,Flex_1_06,8
MED24,Flex_1_07,14
MED24,Flex_1_08,10
MED24,Flex_1_09,6
MED24,Flex_1_10,9
MED24,Flex_1_11,12
MED24,Flex_1_12,9
MED24,Flex_1_13,10
MED24,Flex_1_14,14
MED24,Flex_1_15,6
MED24,Flex_1_16,6
MED24,Flex_2_01,6
MED24,Flex_2_02,9
MED24,Flex_2_03,6
MED24,Flex_2_04,9
MED24,Flex_2_05,10
MED24,Flex_2_06,10
MED24,Flex_2_07,8
MED24,Flex_2_08,9
MED24,Flex_2_09,5
MED24,Flex_2_10,5
MED24,Flex_2_11,7
MED24,Flex_2_12,11
MED24,Flex_2_13,13
MED24,Flex_2_14,6
MED24,Flex_2_15,11
MED24,Flex_2_16,7
MED24,Flex_3_01,7
MED24,Flex_3_02,11
MED24,Flex_3_03,8
MED24,Flex_3_04,9
MED24,Flex_3_05,7
MED24,Flex_3_06,11
MED24,Flex_3_07,11
MED24,Flex_3_08,9
MED24,Flex_3_09,11
MED24,Flex_3_10,14
MED24,Flex_3_11,11
MED24,Flex_3_12,9
MED24,Flex_3_13,17
MED24,Flex_3_14,15
MED24,Flex_3_15,9
MED24,Flex_3_16,8
METTL3,Flex_1_01,3
METTL3,Flex_1_02,7
METTL3,Flex_1_03,10
METTL3,Flex_1_04,12
METTL3,Flex_1_05,10
METTL3,Flex_1_06,6
METTL3,Flex_1_07,7
METTL3,Flex_1_08,8
METTL3,Flex_1_09,8
METTL3,Flex_1_10,16
METTL3,Flex_1_11,6
METTL3,Flex_1_12,7
METTL3,Flex_1_13,11
METTL3,Flex_1_14,9
METTL3,Flex_1_15,8
METTL3,Flex_1_16,9
METTL3,Flex_2_01,14
METTL3,Flex_2_02,15
METTL3,Flex_2_03,6
METTL3,Flex_2_04,13
METTL3,Flex_2_05,7
METTL3,Flex_2_06,12
METTL3,Flex_2_07,5
METTL3,Flex_2_08,12
METTL3,Flex_2_09,10
METTL3,Flex_2_10,9
METTL3,Flex_2_11,7
METTL3,Flex_2_12,12
METTL3,Flex_2_13,16
METTL3,Flex_2_14,10
METTL3,Flex_2_15,9
METTL3,Flex_2_16,10
METTL3,Flex_3_01,13
METTL3,Flex_3_02,8
METTL3,Flex_3_03,9
METTL3,Flex_3_04,11
METTL3,Flex_3_05,15
METTL3,Flex_3_06,17
METTL3,Flex_3_07,12
METTL3,Flex_3_08,14
METTL3,Flex_3_09,10
METTL3,Flex_3_10,15
METTL3,Flex_3_11,9
METTL3,Flex_3_12,12
METTL3,Flex_3_13,11
METTL3,Flex_3_14,15
METTL3,Flex_3_15,11
METTL3,Flex_3_16,12
METTL14,Flex_1_01,10
METTL14,Flex_1_02,10
METTL14,Flex_1_03,14
METTL14,Flex_1_04,7
METTL14,Flex_1_05,12
METTL14,Flex_1_06,9
METTL14,Flex_1_07,13
METTL14,Flex_1_08,10
METTL14,Flex_1_09,3
METTL14,Flex_1_10,11
METTL14,Flex_1_11,17
METTL14,Flex_1_12,9
METTL14,Flex_1_13,10
METTL14,Flex_1_14,8
METTL14,Flex_1_15,6
METTL14,Flex_1_16,11
METTL14,Flex_2_01,4
METTL14,Flex_2_02,8
METTL14,Flex_2_03,9
METTL14,Flex_2_04,14
METTL14,Flex_2_05,11
METTL14,Flex_2_06,11
METTL14,Flex_2_07,9
METTL14,Flex_2_08,8
METTL14,Flex_2_09,7
METTL14,Flex_2_10,11
METTL14,Flex_2_11,8
METTL14,Flex_2_12,15
METTL14,Flex_2_13,10
METTL14,Flex_2_14,8
METTL14,Flex_2_15,6
METTL14,Flex_2_16,3
METTL14,Flex_3_01,8
METTL14,Flex_3_02,7
METTL14,Flex_3_03,10
METTL14,Flex_3_04,12
METTL14,Flex_3_05,10
METTL14,Flex_3_06,12
METTL14,Flex_3_07,7
METTL14,Flex_3_08,13
METTL14,Flex_3_09,8
METTL14,Flex_3_10,11
METTL14,Flex_3_11,5
METTL14,Flex_3_12,15
METTL14,Flex_3_13,8
METTL14,Flex_3_14,10
METTL14,Flex_3_15,21
METTL14,Flex_3_16,9
METTL17,Flex_1_01,17
METTL17,Flex_1_02,17
METTL17,Flex_1_03,26
METTL17,Flex_1_04,8
METTL17,Flex_1_05,20
METTL17,Flex_1_06,23
METTL17,Flex_1_07,16
METTL17,Flex_1_08,10
METTL17,Flex_1_09,19
METTL17,Flex_1_10,19
METTL17,Flex_1_11,15
METTL17,Flex_1_12,12
METTL17,Flex_1_13,14
METTL17,Flex_1_14,10
METTL17,Flex_1_15,18
METTL17,Flex_1_16,10
METTL17,Flex_2_01,17
METTL17,Flex_2_02,13
METTL17,Flex_2_03,18
METTL17,Flex_2_04,20
METTL17,Flex_2_05,22
METTL17,Flex_2_06,12
METTL17,Flex_2_07,10
METTL17,Flex_2_08,18
METTL17,Flex_2_09,22
METTL17,Flex_2_10,15
METTL17,Flex_2_11,21
METTL17,Flex_2_12,17
METTL17,Flex_2_13,16
METTL17,Flex_2_14,20
METTL17,Flex_2_15,19
METTL17,Flex_2_16,18
METTL17,Flex_3_01,13
METTL17,Flex_3_02,15
METTL17,Flex_3_03,16
METTL17,Flex_3_04,13
METTL17,Flex_3_05,17
METTL17,Flex_3_06,16
METTL17,Flex_3_07,20
METTL17,Flex_3_08,17
METTL17,Flex_3_09,11
METTL17,Flex_3_10,20
METTL17,Flex_3_11,11
METTL17,Flex_3_12,15
METTL17,Flex_3_13,20
METTL17,Flex_3_14,18
METTL17,Flex_3_15,16
METTL17,Flex_3_16,20
MKI67,Flex_1_01,20
MKI67,Flex_1_02,18
MKI67,Flex_1_03,21
MKI67,Flex_1_04,13
MKI67,Flex_1_05,20
MKI67,Flex_1_06,21
MKI67,Flex_1_07,23
MKI67,Flex_1_08,20
MKI67,Flex_1_09,18
MKI67,Flex_1_10,19
MKI67,Flex_1_11,18
MKI67,Flex_1_12,14
MKI67,Flex_1_13,25
MKI67,Flex_1_14,17
MKI67,Flex_1_15,16
MKI67,Flex_1_16,21
MKI67,Flex_2_01,15
MKI67,Flex_2_02,17
MKI67,Flex_2_03,20
MKI67,Flex_2_04,24
MKI67,Flex_2_05,27
MKI67,Flex_2_06,19
MKI67,Flex_2_07,15
MKI67,Flex_2_08,12
MKI67,Flex_2_09,21
MKI67,Flex_2_10,16
MKI67,Flex_2_11,17
MKI67,Flex_2_12,20
MKI67,Flex_2_13,12
MKI67,Flex_2_14,19
MKI67,Flex_2_15,21
MKI67,Flex_2_16,18
MKI67,Flex_3_01,19
MKI67,Flex_3_02,28
MKI67,Flex_3_03,25
MKI67,Flex_3_04,31
MKI67,Flex_3_05,24
MKI67,Flex_3_06,17
MKI67,Flex_3_07,21
MKI67,Flex_3_08,20
MKI67,Flex_3_09,30
MKI67,Flex_3_10,19
MKI67,Flex_3_11,19
MKI67,Flex_3_12,19
MKI67,Flex_3_13,22
MKI67,Flex_3_14,27
MKI67,Flex_3_15,25
MKI67,Flex_3_16,25
MTA1,Flex_1_01,36
MTA1,Flex_1_02,27
MTA1,Flex_1_03,25
MTA1,Flex_1_04,27
MTA1,Flex_1_05,32
MTA1,Flex_1_06,32
MTA1,Flex_1_07,23
MTA1,Flex_1_08,32
MTA1,Flex_1_09,25
MTA1,Flex_1_10,29
MTA1,Flex_1_11,38
MTA1,Flex_1_12,33
MTA1,Flex_1_13,33
MTA1,Flex_1_14,22
MTA1,Flex_1_15,27
MTA1,Flex_1_16,27
MTA1,Flex_2_01,14
MTA1,Flex_2_02,31
MTA1,Flex_2_03,29
