gene,ctrl_mean,pert_mean,delta,abs_delta
IGSF22,0.01969824,0.018700471,-0.0009977687,0.0009977687
PBLD,0.17455994,0.17555721,0.0009972751,0.0009972751
GJD2,0.029992666,0.02899556,-0.0009971056,0.0009971056
FJX1,1.2601111,1.259114,-0.0009970665,0.0009970665
GABRG1,0.11261002,0.11161297,-0.0009970516,0.0009970516
ECM1,0.015611903,0.016608683,0.0009967806,0.0009967806
AMER3,0.015873848,0.01487736,-0.0009964872,0.0009964872
AQP5,0.053751048,0.054746937,0.0009958893,0.0009958893
ZNF546,0.14823449,0.1472389,-0.0009955913,0.0009955913
TDO2,0.0032219195,0.0042163446,0.000994425,0.000994425
DGKI,0.07606874,0.07706298,0.0009942427,0.0009942427
SEPTIN1,0.16793273,0.16892685,0.0009941161,0.0009941161
KRTAP19-8,0.004191115,0.005183045,0.0009919298,0.0009919298
C15orf65,0.13408948,0.13508141,0.0009919256,0.0009919256
PCDHB4,0.029364,0.030355494,0.0009914953,0.0009914953
PROSER2,0.08589166,0.08490036,-0.0009912997,0.0009912997
TIMD4,0.016633486,0.017624538,0.000991052,0.000991052
ZSWIM2,0.0055794218,0.006570288,0.0009908662,0.0009908662
ATP8B1,0.41015297,0.41114274,0.0009897649,0.0009897649
CASC1,0.024937132,0.025926149,0.0009890161,0.0009890161
CCDC105,0.0059199496,0.006908906,0.0009889565,0.0009889565
VIL1,0.11397213,0.11298383,-0.0009882972,0.0009882972
NPAS2,0.2258487,0.22683606,0.0009873509,0.0009873509
FANK1,0.010111065,0.0110979425,0.0009868778,0.0009868778
MEIKIN,0.0017550293,0.002741716,0.0009866868,0.0009866868
VSTM4,0.18660939,0.18562292,-0.0009864718,0.0009864718
SIAH3,0.013437762,0.014424048,0.0009862864,0.0009862864
ADAM12,0.05506077,0.056046795,0.0009860247,0.0009860247
KLK12,0.021138936,0.022124885,0.0009859484,0.0009859484
KRTAP4-11,0.00123114,0.00024577137,-0.0009853686,0.0009853686
GGN,0.04848596,0.049471047,0.000985086,0.000985086
DDX11,0.029521165,0.028536787,-0.0009843782,0.0009843782
JSRP1,0.021453269,0.020470023,-0.0009832457,0.0009832457
GPR35,0.03096186,0.031944815,0.0009829551,0.0009829551
APBB1,0.1941534,0.19317083,-0.0009825677,0.0009825677
CDCA4,0.34393337,0.34491554,0.0009821653,0.0009821653
ARMC2,0.15698345,0.15796545,0.0009820014,0.0009820014
TRIM69,0.0073606456,0.008339842,0.0009791963,0.0009791963
FBXW12,0.040496647,0.041475285,0.0009786375,0.0009786375
VWF,0.04086337,0.04184121,0.0009778403,0.0009778403
ZDBF2,0.8933361,0.89431286,0.0009767413,0.0009767413
FMR1NB,0.0021479463,0.003124027,0.0009760808,0.0009760808
ARG2,1.3961651,1.3951894,-0.00097572803,0.00097572803
CKLF,1.2832408,1.2822657,-0.000975132,0.000975132
FAM118A,0.06315486,0.06412994,0.00097507983,0.00097507983
ITGB7,0.04513307,0.046106707,0.00097363815,0.00097363815
SPATA1,0.009482398,0.008509151,-0.000973247,0.000973247
ATP6AP1L,0.12940067,0.13037352,0.0009728521,0.0009728521
FEZF2,0.00078583404,0.0017586306,0.0009727966,0.0009727966
HES7,0.007570201,0.00854192,0.00097171916,0.00097171916
ANO3,0.0029337804,0.003905034,0.0009712535,0.0009712535
CRAT,0.10430637,0.10527753,0.0009711608,0.0009711608
FOXD4L5,0.0013883068,0.0023594052,0.0009710983,0.0009710983
PODN,0.015114208,0.016084371,0.0009701634,0.0009701634
MECOM,0.01676446,0.01773377,0.00096930936,0.00096930936
FAM135B,0.015349958,0.016319219,0.00096926093,0.00096926093
AZU1,0.02884011,0.029809335,0.00096922554,0.00096922554
PTGER1,0.017786043,0.018755086,0.000969043,0.000969043
TMED6,0.051157795,0.052125376,0.0009675808,0.0009675808
INSL6,0.00013097234,0.0010977788,0.00096680643,0.00096680643
ZNF774,0.2177808,0.21681404,-0.00096675754,0.00096675754
RET,0.7969929,0.79795957,0.0009666681,0.0009666681
TMPRSS13,0.1429956,0.14396194,0.0009663403,0.0009663403
NELL1,0.0061557,0.007121908,0.00096620806,0.00096620806
KRTAP5-7,0.005369866,0.0063354396,0.0009655738,0.0009655738
PDZRN4,0.007936924,0.008902385,0.00096546113,0.00096546113
PEX11G,0.10590424,0.10493891,-0.000965327,0.000965327
NPC1L1,0.00984912,0.01081394,0.0009648204,0.0009648204
SHISA8,0.00984912,0.01081394,0.0009648204,0.0009648204
SRGAP1,1.6964585,1.6974226,0.00096416473,0.00096416473
SECTM1,0.006260478,0.005297738,-0.0009627398,0.0009627398
ASPRV1,0.18569258,0.18665516,0.0009625852,0.0009625852
ZSCAN5B,0.003352892,0.004314653,0.0009617612,0.0009617612
GPBAR1,0.008094091,0.00905531,0.00096121896,0.00096121896
FCER2,0.04343043,0.042469293,-0.0009611361,0.0009611361
GFRA3,0.10755449,0.10659377,-0.0009607151,0.0009607151
SHANK3,0.06805323,0.0690126,0.00095936656,0.00095936656
ADH6,0.0058413665,0.0067996746,0.0009583081,0.0009583081
SOX7,0.0743399,0.07338187,-0.00095802546,0.00095802546
MUC12,0.062238056,0.06319601,0.0009579547,0.0009579547
VPS11,1.3161148,1.3170724,0.0009576082,0.0009576082
PLA2G4B,0.294452,0.2934947,-0.0009573102,0.0009573102
WBP1,2.0570776,2.058035,0.0009572506,0.0009572506
HGD,0.018912405,0.01986925,0.00095684454,0.00095684454
DMPK,0.12078269,0.121738754,0.00095606595,0.00095606595
TREML2,0.03159053,0.03254559,0.0009550601,0.0009550601
SERTM2,0.097941115,0.096986845,-0.00095427036,0.00095427036
PRR23C,7.8583405e-05,0.0010322398,0.00095365633,0.00095365633
CFAP97D1,0.007910729,0.008864154,0.0009534247,0.0009534247
ZNF630,0.0005762783,0.001529244,0.0009529657,0.0009529657
IKBKE,0.7527504,0.7517982,-0.0009521842,0.0009521842
MEI4,0.046940487,0.04789265,0.00095216185,0.00095216185
CAMP,0.002855197,0.0038067254,0.0009515283,0.0009515283
CCDC78,0.22577012,0.22672136,0.0009512454,0.0009512454
ADCY7,0.010137259,0.009186388,-0.00095087104,0.00095087104
GPA33,0.007334451,0.008285226,0.0009507751,0.0009507751
MAP1LC3C,0.03290025,0.03385091,0.00095065683,0.00095065683
GAREM1,0.41489416,0.4139445,-0.000949651,0.000949651
GRIN2A,0.19582984,0.1948803,-0.0009495318,0.0009495318
RASGRF1,0.009430008,0.010377013,0.0009470051,0.0009470051
PTGER2,0.13822821,0.13728243,-0.0009457767,0.0009457767
TTLL6,0.5979673,0.59702235,-0.00094497204,0.00094497204
AC010325.1,0.030385582,0.02944341,-0.0009421725,0.0009421725
HPCA,0.09448344,0.09542483,0.0009413883,0.0009413883
SNAP25,0.06273575,0.06367663,0.00094088167,0.00094088167
CKM,0.0019383907,0.0028782557,0.000939865,0.000939865
OOSP2,0.0004976949,0.0014363971,0.0009387022,0.0009387022
HORMAD2,0.008120285,0.0071819853,-0.00093830004,0.00093830004
SYNE1,0.07020117,0.06926383,-0.00093734264,0.00093734264
NEU4,0.011499371,0.010562707,-0.00093666464,0.00093666464
KLLN,0.025906328,0.024970371,-0.00093595684,0.00093595684
ODF3L2,0.017838433,0.016903609,-0.00093482435,0.00093482435
NOXA1,0.011185038,0.012119259,0.00093422085,0.00093422085
FKBP6,0.045997486,0.04693141,0.0009339228,0.0009339228
RPGR,1.7305638,1.7314975,0.00093376637,0.00093376637
FZD9,0.029154442,0.030087877,0.0009334348,0.0009334348
ATP2A1,0.04474015,0.04380738,-0.0009327717,0.0009327717
CCDC194,0.0198816,0.020814104,0.0009325035,0.0009325035
ANKMY2,0.40978625,0.40885434,-0.0009319186,0.0009319186
MSL3,0.025251467,0.026182843,0.0009313766,0.0009313766
DNAH1,0.02614208,0.027073082,0.0009310022,0.0009310022
B3GAT2,0.007674979,0.0067450586,-0.00092992047,0.00092992047
ARAP2,0.06747695,0.068406366,0.0009294152,0.0009294152
FAM9B,0.003745809,0.004675118,0.0009293088,0.0009293088
PKD1L1,0.015428541,0.01635745,0.0009289086,0.0009289086
CFAP44,0.15046102,0.1513897,0.00092868507,0.00092868507
NAPEPLD,0.49787825,0.49880666,0.00092840195,0.00092840195
WDR93,0.0115779545,0.010650093,-0.0009278618,0.0009278618
FGFBP2,0.0042958925,0.0033697984,-0.00092609413,0.00092609413
CFAP53,0.013175817,0.0141018145,0.0009259973,0.0009259973
RGS9BP,0.008801341,0.007875607,-0.0009257337,0.0009257337
GDF10,0.031931058,0.031005424,-0.00092563406,0.00092563406
DAW1,0.021243714,0.022168577,0.0009248629,0.0009248629
PTGDR2,0.0140402345,0.014964745,0.0009245109,0.0009245109
COPZ2,0.010556371,0.011480253,0.00092388224,0.00092388224
USH1G,0.09647422,0.09555045,-0.00092377514,0.00092377514
KLHL10,0.026587384,0.025663992,-0.00092339143,0.00092339143
TESPA1,0.0041125314,0.0050355825,0.00092305103,0.00092305103
SNTN,0.01424979,0.015172286,0.0009224955,0.0009224955
LAT2,0.03101425,0.030093338,-0.00092091225,0.00092091225
KCNK17,0.025120495,0.024200287,-0.0009202082,0.0009202082
SUCLA2,0.97859913,0.97951907,0.0009199381,0.0009199381
C2orf92,0.12198763,0.12290753,0.0009198934,0.0009198934
AQP1,0.01084451,0.011764256,0.00091974624,0.00091974624
PTGER3,0.037431896,0.038351256,0.00091936067,0.00091936067
SAMD10,0.028290026,0.029208561,0.0009185355,0.0009185355
SLC37A2,0.07310876,0.072191246,-0.00091751665,0.00091751665
ZNF460,0.05089585,0.04997897,-0.0009168796,0.0009168796
PTCHD1,0.15619761,0.15711345,0.00091584027,0.00091584027
SORL1,6.054537,6.053622,-0.0009150505,0.0009150505
PROKR1,0.51951486,0.5204291,0.00091421604,0.00091421604
NRG4,0.0029861694,0.0038995724,0.000913403,0.000913403
NME6,0.9445201,0.9454333,0.00091320276,0.00091320276
FSTL3,0.39896795,0.39988095,0.00091299415,0.00091299415
S100A9,0.0051603103,0.0060732835,0.0009129732,0.0009129732
TMC4,0.07389459,0.074807346,0.0009127557,0.0009127557
ICAM4,0.01951488,0.018602163,-0.0009127166,0.0009127166
OR52N4,0.0034838642,0.004396577,0.00091271265,0.00091271265
CBLN2,0.0019383907,0.002850948,0.00091255724,0.00091255724
TMEM236,0.017078793,0.016166294,-0.0009124987,0.0009124987
FUT3,0.0059199496,0.006832444,0.0009124945,0.0009124945
NCMAP,0.017602682,0.018514777,0.0009120945,0.0009120945
EIF4ENIF1,2.2705889,2.2715008,0.00091195107,0.00091195107
TMEM203,0.3290549,0.328143,-0.00091189146,0.00091189146
TYK2,0.8902976,0.8893865,-0.0009111166,0.0009111166
CATSPERZ,0.046416596,0.045505933,-0.0009106621,0.0009106621
ATP5MGL,0.01922674,0.020136867,0.00091012754,0.00091012754
GASK1B,0.00123114,0.0021409418,0.0009098018,0.0009098018
CCDC62,0.035022,0.035931773,0.00090977177,0.00090977177
ACOT4,0.0019907795,0.0029001022,0.00090932264,0.00090932264
RGS8,0.027949497,0.027040312,-0.00090918504,0.00090918504
TNFAIP8,1.7381077,1.7371994,-0.0009082556,0.0009082556
ZNF157,0.043823343,0.044730388,0.00090704486,0.00090704486
AJM1,0.02292016,0.022015654,-0.0009045061,0.0009045061
NT5DC4,0.0057365885,0.0048335036,-0.0009030849,0.0009030849
SGPP2,0.014433152,0.015336134,0.0009029815,0.0009029815
SMIM32,0.00492456,0.005827512,0.00090295216,0.00090295216
CA10,0.058885165,0.05978798,0.00090281665,0.00090281665
DOK3,0.041230094,0.04032835,-0.00090174377,0.00090174377
NBDY,0.059880555,0.058979668,-0.00090088695,0.00090088695
SERINC4,0.007203479,0.00630267,-0.0009008087,0.0009008087
CFAP70,0.018362321,0.019263014,0.00090069324,0.00090069324
CCN1,2.5732136,2.572314,-0.0008995533,0.0008995533
LRRK2,0.009980092,0.010879479,0.0008993875,0.0008993875
SPATA12,0.09191639,0.09101733,-0.00089906156,0.00089906156
MOGAT3,0.057234913,0.05813312,0.00089820847,0.00089820847
COL3A1,0.0028813914,0.0037794174,0.00089802593,0.00089802593
TMEM132E,0.07703793,0.07613997,-0.0008979589,0.0008979589
RUBCNL,0.154364,0.15526196,0.0008979589,0.0008979589
KSR2,0.41646585,0.41736346,0.00089761615,0.00089761615
TSSK4,0.014433152,0.015330671,0.0008975193,0.0008975193
ARHGAP20,0.018205155,0.017307766,-0.0008973889,0.0008973889
CD164L2,0.055663243,0.054768782,-0.0008944608,0.0008944608
KCTD18,0.06043064,0.059536748,-0.00089389086,0.00089389086
RAMP1,0.0951645,0.096058376,0.00089387596,0.00089387596
TNKS,2.143336,2.1442297,0.00089359283,0.00089359283
FOXE3,0.011761316,0.0126544945,0.0008931784,0.0008931784
HTT,7.8899307,7.890823,0.0008921623,0.0008921623
LRRC32,0.12568106,0.12657225,0.00089119375,0.00089119375
ARMH2,0.0038505867,0.0029601795,-0.00089040725,0.00089040725
ENPP6,0.033921834,0.033031672,-0.00089016184,0.00089016184
KCNJ3,0.04251362,0.043403223,0.00088960305,0.00088960305
TOPAZ1,0.00023575021,0.0011250867,0.00088933646,0.00088933646
CD14,0.0038243923,0.0047133486,0.00088895625,0.00088895625
CLIC5,0.0063914503,0.007280294,0.00088884356,0.00088884356
ZNF354B,0.87238055,0.8732694,0.00088882446,0.00088882446
NAIF1,1.3559828,1.3568709,0.0008881092,0.0008881092
UBE2L5,0.0068629505,0.0077499906,0.00088704005,0.00088704005
SHCBP1L,0.00039291702,0.0012780111,0.0008850941,0.0008850941
PER3,0.7114155,0.71053046,-0.00088506937,0.00088506937
STMN4,0.0041125314,0.004997351,0.0008848198,0.0008848198
PRICKLE3,0.28347653,0.28259337,-0.000883162,0.000883162
SYCP1,0.014590318,0.015472673,0.00088235456,0.00088235456
STAT4,0.05236274,0.053245,0.0008822605,0.0008822605
EDN1,0.032559723,0.03344129,0.0008815676,0.0008815676
IL18BP,0.4583508,0.459232,0.00088119507,0.00088119507
BMPER,0.016738266,0.017619077,0.00088081136,0.00088081136
DACT3,0.033555113,0.0344353,0.0008801855,0.0008801855
IL4R,0.06323344,0.06411356,0.00088011473,0.00088011473
DEC1,0.00885373,0.009732546,0.00087881647,0.00087881647
ATP6V0E2,0.0786096,0.07948792,0.00087831914,0.00087831914
GPR132,0.011080259,0.010202243,-0.00087801646,0.00087801646
IGFL3,0.022029547,0.021152722,-0.0008768253,0.0008768253
MUS81,1.4865098,1.4873865,0.0008766651,0.0008766651
RXFP3,0.01600482,0.015128593,-0.00087622646,0.00087622646
CFAP126,0.0019645852,0.0028400247,0.0008754395,0.0008754395
PROX2,0.018624267,0.017750155,-0.0008741114,0.0008741114
LRRC15,0.038296312,0.037422787,-0.0008735247,0.0008735247
DCST2,0.0111588435,0.012031874,0.00087303016,0.00087303016
CRHR1,0.04185876,0.04273145,0.00087269023,0.00087269023
PTPRH,0.014695097,0.013823274,-0.00087182317,0.00087182317
ZAP70,0.008172674,0.009044386,0.00087171234,0.00087171234
RP1L1,0.009194259,0.010065703,0.0008714441,0.0008714441
FOXC1,0.007779757,0.008651152,0.0008713952,0.0008713952
ZNHIT1,2.1175084,2.1166377,-0.00087070465,0.00087070465
CYP24A1,0.019488685,0.018618546,-0.0008701384,0.0008701384
UAP1L1,0.012887678,0.013757735,0.00087005645,0.00087005645
PTCH2,0.007177284,0.006308132,-0.00086915214,0.00086915214
ABCA13,0.004636421,0.0055052787,0.00086885784,0.00086885784
KCNH1,0.01671207,0.017580844,0.00086877495,0.00086877495
NHLRC4,0.03365989,0.03279136,-0.0008685291,0.0008685291
SERPINA11,0.03944887,0.038580645,-0.0008682236,0.0008682236
TXK,0.004348282,0.0052158143,0.00086753257,0.00086753257
ZNF79,0.07591157,0.07677898,0.0008674115,0.0008674115
IL3RA,0.018021794,0.01715484,-0.0008669533,0.0008669533
GPR85,0.016528709,0.017395152,0.0008664429,0.0008664429
CD38,0.012416177,0.013282577,0.00086639915,0.00086639915
RELN,0.013699707,0.01456605,0.00086634327,0.00086634327
CHTF8,0.054536883,0.053671006,-0.0008658767,0.0008658767
ZNF710,0.54033947,0.5412049,0.00086545944,0.00086545944
GSTM2,0.007177284,0.006313593,-0.00086369086,0.00086369086
PAPOLB,0.057968356,0.057106342,-0.00086201355,0.00086201355
GPT,0.0054484494,0.006308132,0.00085968245,0.00085968245
TIE1,0.04720243,0.048061956,0.00085952505,0.00085952505
ANGPTL1,0.0033790863,0.0042381906,0.00085910433,0.00085910433
STAB1,0.004269698,0.0051284293,0.0008587311,0.0008587311
FGG,0.002855197,0.0037138783,0.0008586813,0.0008586813
UBE2J1,3.2662406,3.267099,0.0008583069,0.0008583069
CFAP161,0.0055270325,0.006384594,0.00085756136,0.00085756136
DNAJB13,0.017602682,0.016745223,-0.0008574594,0.0008574594
ATXN7L3,1.2886893,1.289546,0.00085675716,0.00085675716
TPRG1,0.0056318105,0.006488364,0.00085655367,0.00085655367
C6orf201,0.027006496,0.026150074,-0.0008564219,0.0008564219
SSTR5,0.026115885,0.025259836,-0.00085604936,0.00085604936
ZNF396,0.11701069,0.11786649,0.00085579604,0.00085579604
SLC6A11,0.16989732,0.16904154,-0.0008557737,0.0008557737
ZNF688,0.06375734,0.06461056,0.0008532256,0.0008532256
GSG1L,0.0786096,0.0777566,-0.0008530021,0.0008530021
TMEM61,0.011839899,0.012692725,0.00085282605,0.00085282605
CERKL,0.008460813,0.009312004,0.00085119065,0.00085119065
DLX2,0.0056318105,0.0064829024,0.0008510919,0.0008510919
SYTL4,0.020195935,0.019344937,-0.00085099787,0.00085099787
FAM228B,0.17618398,0.17533329,-0.0008506924,0.0008506924
C10orf67,0.03706517,0.036215775,-0.000849396,0.000849396
PGC,0.016895432,0.01604614,-0.0008492917,0.0008492917
NTRK1,0.004426865,0.005275892,0.0008490272,0.0008490272
OTUD1,0.1586075,0.15945646,0.00084896386,0.00084896386
NHS,0.558597,0.5577481,-0.00084894896,0.00084894896
ARMC3,0.005317477,0.0061661303,0.00084865326,0.00084865326
SERHL2,0.031773888,0.032622054,0.00084816664,0.00084816664
STUM,0.053174768,0.052327454,-0.00084731355,0.00084731355
ALDH3B2,0.008879924,0.009727085,0.0008471608,0.0008471608
GPLD1,0.14210498,0.14295155,0.00084656477,0.00084656477
KDM4B,5.0116825,5.012529,0.00084638596,0.00084638596
NEK9,1.003091,1.0022447,-0.00084626675,0.00084626675
VAX1,0.00062866724,0.0014746282,0.000845961,0.000845961
ARIH2OS,0.17547674,0.17632183,0.00084508955,0.00084508955
STOX1,0.341864,0.34270906,0.00084507465,0.00084507465
DYNC1I2,12.134352,12.133509,-0.0008430481,0.0008430481
C12orf66,1.0517603,1.0509183,-0.0008419752,0.0008419752
PRND,0.006443839,0.0072857556,0.00084191654,0.00084191654
F7,0.010006287,0.009164541,-0.0008417461,0.0008417461
GABRA4,0.03981559,0.03897388,-0.0008417107,0.0008417107
C1orf53,0.15213747,0.15297902,0.0008415431,0.0008415431
TPRX1,0.0024360856,0.0032769516,0.000840866,0.000840866
HOXB1,0.0042173094,0.0050574285,0.0008401191,0.0008401191
C12orf40,0.005212699,0.006051437,0.00083873793,0.00083873793
TMEM200A,0.7600587,0.75922054,-0.0008381605,0.0008381605
CDKN2B,0.00492456,0.005761973,0.0008374131,0.0008374131
COX7A1,0.010058676,0.010895864,0.0008371882,0.0008371882
TRIM26,2.315198,2.3160346,0.0008366108,0.0008366108
PTGER4,0.038558256,0.037723172,-0.0008350834,0.0008350834
KLF1,0.025591996,0.024757368,-0.0008346271,0.0008346271
FRMD8,0.009220453,0.01005478,0.0008343272,0.0008343272
CHRNA6,0.009220453,0.01005478,0.0008343272,0.0008343272
IQCA1L,0.0011001676,0.0019334015,0.0008332338,0.0008332338
ALAS2,0.012520956,0.011687794,-0.0008331621,0.0008331621
PCSK4,0.018571878,0.01773923,-0.0008326471,0.0008326471
C4orf51,0.029861692,0.030694112,0.00083241984,0.00083241984
FILIP1L,0.0020955575,0.00292741,0.00083185243,0.00083185243
PAGE2,2.6194468e-05,0.000857469,0.0008312745,0.0008312745
ABI3,0.16921626,0.17004648,0.0008302182,0.0008302182
PNPLA1,0.004872171,0.005701896,0.0008297246,0.0008297246
NLRP7,0.059644803,0.05881582,-0.0008289851,0.0008289851
TRPM8,0.013961651,0.014789974,0.00082832295,0.00082832295
TMEM255B,0.13293692,0.13376516,0.00082823634,0.00082823634
SLC35F3,0.14883697,0.14800897,-0.0008279979,0.0008279979
KRTAP5-6,0.0053436714,0.0045167315,-0.00082693994,0.00082693994
GRIN1,0.081412405,0.0805857,-0.0008267015,0.0008267015
RGS4,0.0454474,0.04462116,-0.0008262433,0.0008262433
CALML5,0.0022003353,0.0030257185,0.00082538323,0.00082538323
HERC1,0.373114,0.372289,-0.0008249879,0.0008249879
OR51F2,0.021453269,0.02227781,0.00082454085,0.00082454085
HAVCR2,0.0037196144,0.0045440397,0.00082442537,0.00082442537
BEST4,0.008487008,0.007662605,-0.00082440255,0.00082440255
ITGA11,0.011420788,0.012244876,0.0008240873,0.0008240873
MTUS2,0.026194468,0.027018465,0.00082399696,0.00082399696
FAM160B1,0.6600482,0.65922433,-0.0008238554,0.0008238554
ADAMTS18,0.025670579,0.026494153,0.00082357414,0.00082357414
CAGE1,0.005107921,0.0059312824,0.00082336133,0.00082336133
IL1RAPL2,0.039606035,0.038782723,-0.0008233115,0.0008233115
RAB30,0.3673774,0.36655435,-0.00082305074,0.00082305074
TMEM60,5.818158,5.818981,0.00082302094,0.00082302094
MSRA,1.4214952,1.4206733,-0.00082194805,0.00082194805
PPEF1,0.025644384,0.024822908,-0.0008214768,0.0008214768
ABCD2,0.0051865047,0.0060077445,0.0008212398,0.0008212398
KIAA1210,0.020274518,0.01945417,-0.00082034804,0.00082034804
MMP23B,0.42723176,0.4280518,0.0008200407,0.0008200407
SERPINE2,4.2565746,4.255755,-0.0008196831,0.0008196831
LEUTX,0.0015454736,0.0023648667,0.0008193931,0.0008193931
VENTX,0.15970767,0.15888846,-0.00081920624,0.00081920624
SLC22A4,0.025068106,0.024249442,-0.0008186642,0.0008186642
AZGP1,0.048407376,0.049225274,0.00081789866,0.00081789866
GHITM,6.431161,6.4319787,0.0008177757,0.0008177757
LIMCH1,0.21885478,0.21803743,-0.0008173585,0.0008173585
ITGB3,0.047071457,0.046254173,-0.000817284,0.000817284
SGK2,0.017681265,0.01849839,0.00081712566,0.00081712566
ZNF703,0.09052808,0.09134503,0.0008169487,0.0008169487
AREG,0.0022527243,0.0030694113,0.000816687,0.000816687
ITGAL,0.013935457,0.0147517435,0.00081628654,0.00081628654
SQOR,0.012389983,0.013206115,0.00081613194,0.00081613194
AOC2,0.15376152,0.15294625,-0.00081527233,0.00081527233
PRIMA1,0.27263203,0.27181768,-0.00081434846,0.00081434846
PAPPA,0.097129084,0.09794262,0.00081353635,0.00081353635
RAB40B,0.038427286,0.037613943,-0.00081334263,0.00081334263
PGPEP1L,0.026482606,0.025669454,-0.00081315264,0.00081315264
TTC25,0.2750681,0.27588108,0.00081297755,0.00081297755
GMNC,0.009351425,0.010164011,0.0008125864,0.0008125864
GYS2,0.016031014,0.016843531,0.0008125175,0.0008125175
LSMEM1,0.023863161,0.024675446,0.00081228465,0.00081228465
SPRED3,0.6815277,0.6807157,-0.0008119941,0.0008119941
ALB,0.0071510896,0.007962992,0.0008119028,0.0008119028
ZNF862,0.09681475,0.09762585,0.0008111,0.0008111
VSTM2A,0.0653552,0.06454502,-0.00081017613,0.00081017613
NME5,0.17683885,0.177649,0.00081016123,0.00081016123
ACADL,0.022265298,0.0230752,0.0008099023,0.0008099023
PIK3R6,0.004872171,0.0056800493,0.0008078781,0.0008078781
CLUL1,0.009980092,0.010786632,0.00080654025,0.00080654025
TGM7,0.006339061,0.0055325865,-0.0008064746,0.0008064746
MTHFSD,0.44669425,0.4475005,0.0008062422,0.0008062422
NUDT10,0.12300922,0.122202985,-0.0008062348,0.0008062348
TSHZ2,0.040549036,0.03974396,-0.0008050762,0.0008050762
RAB6B,1.6933414,1.6941457,0.0008043051,0.0008043051
CRHBP,0.004269698,0.0050738133,0.0008041151,0.0008041151
NPHP1,0.90876466,0.90956706,0.0008023977,0.0008023977
RXRG,0.0004976949,0.0012998574,0.0008021625,0.0008021625
CDKL4,0.019121962,0.019923866,0.0008019041,0.0008019041
ARFGEF3,0.0847653,0.08556667,0.00080136955,0.00080136955
BCL2L10,0.002514669,0.0033151826,0.00080051366,0.00080051366
SPX,0.048381183,0.047581337,-0.0007998459,0.0007998459
PLCZ1,0.008775147,0.00957416,0.0007990133,0.0007990133
TMPRSS5,0.06415025,0.06494918,0.00079892576,0.00079892576
ZNF658,0.12298302,0.12378138,0.0007983595,0.0007983595
TKTL2,0.001178751,0.0019770942,0.0007983432,0.0007983432
ZNF319,0.046652347,0.04745026,0.0007979125,0.0007979125
C3orf56,0.00013097234,0.0009284696,0.0007974972,0.0007974972
TACR2,0.010425398,0.009628776,-0.00079662167,0.00079662167
ALX3,0.008696564,0.009492236,0.00079567265,0.00079567265
ZNF764,0.042199288,0.042993605,0.0007943176,0.0007943176
KCP,0.3068682,0.30766207,0.00079387426,0.00079387426
CAPN11,0.07892393,0.07971731,0.0007933751,0.0007933751
DRC1,0.007858341,0.008651152,0.0007928116,0.0007928116
PLCD4,0.009770537,0.010562707,0.00079216994,0.00079216994
C5AR1,0.011682733,0.012474262,0.0007915292,0.0007915292
PLA2G4D,0.005107921,0.005898513,0.0007905918,0.0007905918
FAM71E2,0.0048459764,0.005636357,0.0007903804,0.0007903804
PRSS21,0.08586547,0.085075125,-0.0007903427,0.0007903427
STIL,5.5353103,5.53452,-0.0007901192,0.0007901192
POLN,0.022789188,0.021999268,-0.00078991987,0.00078991987
FREM3,0.002357502,0.0031458735,0.00078837154,0.00078837154
BCO2,0.022527242,0.02331551,0.0007882677,0.0007882677
LGR5,0.012887678,0.013675811,0.00078813266,0.00078813266
EPX,0.0061295056,0.005341431,-0.00078807445,0.00078807445
CD200R1,0.015271375,0.014484126,-0.00078724883,0.00078724883
TAS2R8,0.002069363,0.0028564094,0.0007870465,0.0007870465
MAGIX,0.024020327,0.023233587,-0.00078674033,0.00078674033
ZNF302,0.13505867,0.1342731,-0.0007855743,0.0007855743
PRM1,0.03774623,0.03853149,0.0007852614,0.0007852614
FNDC5,0.118818104,0.11960327,0.00078516454,0.00078516454
MCIDAS,0.002409891,0.0031950278,0.0007851368,0.0007851368
PRSS35,0.26626676,0.26548222,-0.00078454614,0.00078454614
RAMACL,0.017812237,0.0185967,0.0007844623,0.0007844623
POU3F2,0.0076487847,0.008432689,0.00078390446,0.00078390446
CFAP61,0.017786043,0.018569393,0.0007833503,0.0007833503
CLIC3,0.019750629,0.018968089,-0.00078254007,0.00078254007
TMEM95,0.0058151716,0.0065975958,0.0007824241,0.0007824241
OR14K1,0.0069153393,0.006133361,-0.0007819785,0.0007819785
ATP8B4,0.030595139,0.031376813,0.00078167394,0.00078167394
SLC25A27,0.20958194,0.2088019,-0.000780046,0.000780046
TCF21,0.009482398,0.01026232,0.0007799221,0.0007799221
NOS1AP,0.35446355,0.35524338,0.00077983737,0.00077983737
TUBGCP5,1.9373952,1.9381748,0.00077962875,0.00077962875
ELOVL3,0.0061295056,0.006908906,0.0007794006,0.0007794006
MORN3,0.052126992,0.052906383,0.00077939034,0.00077939034
ATG9B,0.028997276,0.029776566,0.00077928975,0.00077928975
SLC5A7,0.003641031,0.002861871,-0.00077916007,0.00077916007
CPXM2,0.3285834,0.3278044,-0.0007790029,0.0007790029
TPPP2,0.009430008,0.008651152,-0.00077885576,0.00077885576
MYH7B,0.020510267,0.01973271,-0.0007775575,0.0007775575
GNB3,0.30613473,0.30535728,-0.0007774532,0.0007774532
